tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,4077.15,3265.5,2785.3904,1217.65,1495.0,641.7611,0.001,0.001,0.0001
count,1013.1,0.0,1790.4221,528.05,0.0,700.7616,0.0007,0.0008,0.0001
drop,2160.7,1221.0,3272.581,982.8,213.5,2455.4535,0.0011,0.0007,0.002
dropna,57491.8,55816.5,18184.8298,11071.7,10070.5,5071.0335,0.0042,0.0032,0.0045
fillna,31988.55,29540.5,13252.4129,6127.95,4974.5,4283.9329,0.0035,0.0026,0.0038
groupby,21502.6,18035.5,13790.2292,4766.75,3692.5,5431.0544,0.0035,0.0025,0.0045
isna,10406.35,6713.5,15767.6465,3369.05,1861.5,6473.2279,0.0028,0.0017,0.0054
load_csv,902771.65,869870.5,158494.6922,115923.85,109039.0,29206.6953,0.0447,0.0391,0.0244
load_json,7581084.05,7582103.5,177218.6476,1885078.3,1878566.0,29448.4788,1.1308,1.1239,0.0295
max_val,2716.05,1220.5,4064.5347,1617.45,1312.5,2139.1715,0.0012,0.0009,0.0017
mean,5697.7,5249.0,5013.5827,2069.0,1922.5,2694.0046,0.0016,0.0011,0.0022
merge,1327.5,427.5,1846.3085,286.85,0.0,532.7931,0.0005,0.0006,0.0002
min_val,2313.25,1709.0,2581.6004,1248.05,1312.0,768.5716,0.0009,0.0009,0.0001
replace,245046.45,241607.5,27509.2264,55166.5,53588.5,8822.5484,0.013,0.0111,0.0083
save_csv,934302.65,928129.0,24641.4265,185650.15,183288.0,5563.5261,0.0907,0.0887,0.0043
save_json,1205340.65,1186001.5,101138.325,315990.45,310637.5,24272.0058,0.1739,0.1703,0.0176
sort,107925.0,105926.5,8912.9381,24331.55,23498.0,3425.6599,0.0072,0.0065,0.0029
sum,4162.7,1923.0,7231.6672,1721.25,1556.0,2714.0009,0.0013,0.0009,0.0021
unique,27896.0,27648.5,3081.9719,6594.7,6164.0,2261.6596,0.0047,0.0043,0.0017
