tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,2093.4,1648.0,2670.701622337388,427.4,274.5,525.9548354078407,0.0009081840515136301,0.0008778572082519,0.00014062999519787707
count,3723.1,4761.0,2747.1538989369424,909.4,1282.0,650.7080246418768,0.00101397037506098,0.00093805789947505,0.00013673501016546414
drop,3674.3,3967.5,2587.046280134075,775.1,884.5,586.1015175623493,0.00082941055297847,0.0007746219635009,0.0001291008072096869
dropna,5108.6,4791.0,4200.680505717034,1141.5,1312.5,423.04458656531966,0.00100893974304195,0.000967264175415,0.0001372972627365819
fillna,628.7,0.0,1386.3230383524133,311.3,0.0,532.5404627297764,0.0006415128707885299,0.0005397796630859,0.00015496881799450534
groupby,811.7,458.0,1043.18657647294,170.9,0.0,226.18303797293612,0.00048949718475337,0.00039696693420405,0.00016127898167345316
isna,604.4,0.0,866.0890639343431,372.2,213.5,441.46694855523066,0.00061464309692378,0.00048291683197015,0.00018147494825341152
load_csv,41259.7,37811.0,10471.267333358779,6445.2,5249.0,2993.718119292091,0.006478977203369089,0.005589962005615149,0.0025875285496794946
load_json,119317.4,116180.5,9284.55239392592,17144.8,16358.0,2261.5478377036875,0.016690373420715297,0.015733480453491197,0.003056373268874978
max,573.7,458.0,734.6896623745295,97.6,0.0,168.16539477550072,0.00035340785980219,0.00031435489654535,0.0001119753161925608
mean,305.2,0.0,965.1271418833893,134.4,0.0,284.7955211882534,0.00038635730743405005,0.00032150745391845,0.00014744000828023735
merge,29058.7,29174.5,1507.8790881381851,4473.8,4333.5,433.42891253609525,0.00467140674591059,0.00460553169250485,0.00012503230657191176
min,903.2,0.0,1677.023275529194,158.7,0.0,400.0055694056716,0.00034842491149897,0.00031125545501705,0.00011391492339424017
replace,1428.3,2014.0,1264.8192712355742,219.7,183.5,226.76960897694283,0.00055849552154537,0.00045752525329585,0.00014677173083321837
save_csv,234917.7,233855.5,5665.838469870689,27880.8,27801.5,584.5793929541707,0.03146474361419673,0.0312447547912597,0.0006271165546048381
save_json,30590.7,29724.0,2441.3494924824768,4388.4,4059.0,554.533477598763,0.0046481609344481796,0.0045527219772338,0.00020693392204784215
sort,3796.3,3173.0,3159.0715953337376,726.4,671.5,554.5090320875456,0.0009504079818725101,0.0008888244628906,0.00010910984304432526
sum,396.6,0.0,685.1167297135089,73.2,0.0,154.3191498162169,0.00052895545959467,0.00046277046203609996,0.00014457431259169484
unique,384.4,0.0,989.7966345556938,134.2,0.0,364.64192481574764,0.00034956932067867,0.00030946731567380004,0.00011953990442451043
