tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,60040.35,58899.0,4737.4463,12036.05,11353.0,3049.726,0.0101,0.0096,0.0024
count,497600.1,497588.0,11703.7974,117675.35,117461.5,2568.6848,0.0712,0.0709,0.0016
drop,5251.95,5432.5,2386.6931,2041.55,1709.0,1647.7011,0.0016,0.0013,0.0016
dropna,5502.25,5798.5,1503.008,1583.85,1648.0,379.2251,0.0013,0.0013,0.0001
fillna,1385.55,0.0,1997.5434,659.1,366.5,723.0143,0.0008,0.0009,0.0001
groupby,647.1,0.0,1444.8741,314.35,0.0,591.2389,0.0007,0.0008,0.0002
isna,2481.1,1953.0,2262.8866,863.65,763.0,713.8465,0.0009,0.0009,0.0001
load_csv,57595.65,53588.5,16455.1923,12344.2,11932.0,2909.4358,0.0081,0.0076,0.0021
load_json,2470150.45,2452172.5,93715.0289,784806.4,782529.5,17192.9688,0.3788,0.3741,0.0144
max,167922.5,164641.5,14414.7923,46542.2,45715.0,3171.9023,0.0241,0.0235,0.0021
mean,203408.45,196533.0,24952.2574,55630.35,53283.5,10765.1351,0.0295,0.0283,0.0045
merge,95626.5,93719.5,8774.5888,18621.75,17303.5,4870.1906,0.0157,0.0148,0.004
min,188265.5,183776.5,17972.6214,50887.9,50323.5,3269.721,0.0273,0.0264,0.0028
replace,1648.0,0.0,2227.2964,1211.55,1587.0,672.5265,0.0009,0.0009,0.0001
save_csv,4081929.45,4074391.5,72881.8055,1129055.95,1127499.0,12638.9836,0.6245,0.6233,0.0076
save_json,3744842.05,3745290.5,57141.0334,1154245.0,1155422.5,7696.0312,0.5876,0.586,0.0065
sort,1443.5,0.0,2424.8067,356.95,0.0,573.2066,0.0006,0.0007,0.0001
sum,189510.55,185760.5,10486.3027,52139.15,51086.5,2662.1615,0.0277,0.0268,0.0019
unique,273131.55,269652.5,16783.2422,68728.55,67413.5,5326.6716,0.0405,0.0396,0.0042
