tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,60354.5,59418.0,4163.0876,11923.15,11353.0,1835.9681,0.0099,0.0096,0.0016
count,366798.9,364226.5,13588.9616,82018.8,81512.5,2307.6179,0.0513,0.0507,0.0016
drop,6695.5,5615.0,3110.7491,2181.95,1770.0,1885.6888,0.0017,0.0014,0.0015
dropna,5655.05,5737.0,952.509,1556.4,1587.0,293.2584,0.0013,0.0014,0.0001
fillna,38931.05,38574.0,2517.7312,8380.0,7965.0,1986.1053,0.0065,0.0061,0.0015
groupby,1226.8,0.0,1590.935,457.8,0.0,613.3934,0.0007,0.0008,0.0001
isna,1715.1,0.0,2542.4508,927.7,1190.0,754.9713,0.0008,0.0009,0.0001
load_csv,11678.95,6561.0,33228.647,2346.85,641.0,7429.4201,0.0016,0.0004,0.0052
load_json,1578847.4,1567318.0,55523.6457,503593.95,500487.5,13713.1088,0.2404,0.2369,0.0087
max,151143.95,148651.0,13309.4704,38281.25,38696.5,2875.8635,0.0224,0.0225,0.002
mean,141869.75,142028.0,3888.6454,35150.0,35125.5,743.2821,0.0203,0.02,0.0007
merge,95669.2,91827.5,14904.499,18136.6,17090.0,4575.6723,0.0152,0.0145,0.0033
min,131249.7,127929.0,11482.6381,33340.35,32714.5,1613.3533,0.019,0.0185,0.0017
replace,35104.25,33386.0,3335.3518,7455.35,7781.5,616.821,0.0059,0.0059,0.0001
save_csv,2769728.7,2761101.0,39671.5609,763035.0,762510.0,12361.6832,0.4267,0.4272,0.0069
save_json,2568038.55,2560937.0,51241.6862,788886.45,788236.5,12409.5601,0.401,0.3999,0.0086
sort,885.1,0.0,1652.803,140.35,0.0,369.968,0.0007,0.0008,0.0001
sum,153402.3,152831.5,6152.0678,39001.45,39002.0,875.2216,0.0225,0.0222,0.0008
unique,244368.75,244658.5,7912.7117,56716.8,56335.5,3331.3817,0.0367,0.0361,0.0026
