tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,39443.75,38849.0,4911.8123,8291.55,7904.0,2119.2344,0.0066,0.0062,0.0019
count,5123317.6,5116564.0,145490.6367,1092785.8,1090390.0,17174.5464,0.633,0.6304,0.0094
drop,4721.1,5218.5,4386.3608,1983.7,1739.5,1629.9904,0.0015,0.0013,0.0015
dropna,3704.9,3387.5,3495.6522,1159.65,1343.0,829.3629,0.0011,0.001,0.0002
fillna,906.4,0.0,1811.1514,598.1,0.0,736.9736,0.0007,0.0006,0.0002
groupby,659.25,0.0,1527.6715,262.45,0.0,555.2493,0.0007,0.0008,0.0002
isna,2801.45,2166.5,2897.5516,668.4,366.5,720.1562,0.0008,0.0007,0.0002
load_csv,9503.15,0.0,32181.785,2142.3,0.0,7175.1233,0.0016,0.0004,0.0054
load_json,62002133.05,61632319.0,1204395.1041,11075609.55,11087130.0,110127.6296,8.9818,8.9954,0.0988
max,2482263.05,2472040.0,40925.6615,404234.75,402739.5,6401.0386,0.226,0.2263,0.003
mean,2515527.15,2514154.0,36622.7183,413722.85,411498.5,6144.9853,0.2305,0.2295,0.0031
merge,55331.25,52978.0,9341.1538,11486.85,10254.0,4615.1631,0.0095,0.0087,0.0039
min,2483852.85,2482202.0,31063.8385,404622.4,403716.0,5003.4733,0.2264,0.2264,0.0027
replace,2963.25,2747.0,2514.3777,704.95,762.5,632.6308,0.0008,0.0008,0.0002
save_csv,73364021.05,73238276.5,1290170.2435,13243356.05,13230069.0,86853.4947,10.6285,10.6204,0.0777
save_json,68683216.45,68831794.0,1083237.132,12776941.75,12731290.5,100160.7998,9.9595,9.9237,0.0895
sort,735.45,0.0,1490.3887,143.45,0.0,388.7581,0.0006,0.0007,0.0002
sum,2486666.65,2486840.5,34489.0394,409502.15,408690.5,5111.4635,0.2284,0.2286,0.0026
unique,2709593.85,2708031.0,32790.2354,452357.7,451109.0,5988.4177,0.2615,0.2609,0.0045
