tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,12411.45,12634.5,2333.3664,3515.65,3631.5,576.5785,0.0021,0.0022,0.0001
count,67092.6,66436.5,2437.5079,11450.05,11474.5,392.2682,0.0094,0.0094,0.0001
drop,13366.7,14099.0,2127.0042,3521.7,3387.5,452.5985,0.0022,0.0023,0.0001
dropna,67941.05,67169.0,2735.1179,12087.8,11840.5,513.5313,0.0097,0.0098,0.0001
fillna,83880.55,82580.5,4461.7031,14862.1,15258.5,668.1761,0.0118,0.0119,0.0002
groupby,1187.15,0.0,1757.6575,402.8,0.0,681.9703,0.0007,0.0008,0.0002
isna,7415.75,7049.5,1431.9341,1550.2,1526.0,237.9787,0.0016,0.0017,0.0001
load_csv,339461.45,336364.0,11646.8459,69750.75,68969.5,2495.9966,0.0391,0.0385,0.0022
load_json,1809828.15,1814875.5,41750.6148,522227.7,521117.0,12125.9641,0.2679,0.2688,0.0082
max,854.45,427.0,1091.0307,292.9,91.5,374.7551,0.0006,0.0006,0.0001
mean,1663.25,0.0,3280.34,741.6,0.0,1945.5133,0.0009,0.0007,0.0015
merge,231042.1,229034.0,8150.3839,41567.85,40741.0,4191.8058,0.0314,0.0308,0.0031
min,991.8,335.5,1300.6642,292.9,91.5,481.5896,0.0006,0.0007,0.0002
replace,12161.2,13336.5,2762.8734,2649.0,2807.5,361.5043,0.0021,0.0022,0.0002
save_csv,860309.5,858884.5,11362.4138,134756.25,134368.5,1624.1961,0.1176,0.1173,0.0011
save_json,382958.0,384795.5,11889.6672,70086.5,69275.0,3813.506,0.0512,0.0501,0.0029
sort,29226.55,28350.5,3833.0315,6796.35,6226.0,2033.4788,0.0049,0.0046,0.0015
sum,1425.1,0.0,2028.2742,350.95,0.0,534.2576,0.0007,0.0008,0.0001
unique,1431.3,1434.5,1402.62,656.2,488.5,627.377,0.0007,0.0008,0.0001
