tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,1672130.15,1751186.0,313645.5561,652110.25,676573.5,90440.2285,0.2391,0.2543,0.0484
count,913318.55,886045.0,79633.9922,258376.4,251342.0,21955.0419,0.1333,0.1275,0.0169
drop,1712437.8,1702876.0,70499.7708,646259.9,639067.0,21656.3583,0.2458,0.2436,0.0095
dropna,1666121.2,2045923.5,510331.4814,686689.45,770872.5,144600.6806,0.227,0.2803,0.0766
fillna,1310684.0,1688320.0,510321.702,536451.95,621001.0,146145.7503,0.1819,0.2379,0.0786
groupby,967.4,0.0,1528.077,103.75,0.0,316.934,0.0007,0.0008,0.0001
isna,2859.55,3173.5,2477.8748,985.8,763.5,782.9295,0.0009,0.001,0.0001
load_csv,36384602.4,35151796.0,2756786.4866,7731953.3,7597209.5,479979.7103,4.7881,4.6349,0.3951
load_json,472041632.05,470317247.0,7617416.6614,111787763.15,111397114.5,1034795.095,67.692,67.6896,0.8913
max,8514.45,7354.5,2682.773,3414.85,3326.5,1035.2384,0.0018,0.0019,0.0002
mean,20825.0,21484.0,3765.2584,7589.55,5920.0,3987.4101,0.0049,0.0032,0.0033
merge,15929347.65,15895070.0,215196.5574,5757150.7,5743790.0,54029.3527,2.2122,2.2151,0.0399
min,8874.4,7660.0,3275.5497,3765.95,4059.0,1069.1403,0.0018,0.0019,0.0002
replace,11725.0,13152.5,3010.3598,5499.25,6012.0,1201.99,0.0021,0.0021,0.0002
save_csv,179522162.9,178391480.5,4862535.16,26633012.95,26449822.5,772315.3846,23.4387,23.2759,0.6852
save_json,106581651.7,106255648.5,1551664.2837,21358438.35,21359870.0,295865.3234,14.1388,14.0891,0.1764
sort,5765927.7,5973801.0,417721.0634,2885158.15,2937828.5,113366.4015,0.8981,0.9321,0.0684
sum,10620.1,11077.5,2788.7656,4129.1,4394.5,889.7372,0.0019,0.0019,0.0002
unique,76449.35,75744.5,3840.653,16778.5,16602.0,489.5905,0.0116,0.0117,0.0002
