tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,21987.9,22125.0,2591.2038,6140.05,6133.5,767.3067,0.0034,0.0034,0.0001
count,101098.35,100097.0,3768.5547,17727.7,17273.0,999.7433,0.0134,0.0134,0.0001
drop,19766.2,18585.5,7842.3922,5599.9,4943.5,3937.2613,0.0037,0.0029,0.0035
dropna,104565.15,104431.0,3627.3742,18517.9,18402.0,694.0164,0.0145,0.0145,0.0001
fillna,132915.95,133087.0,3775.6665,23580.85,23651.0,624.6008,0.0181,0.0182,0.0001
groupby,1092.6,0.0,1454.1322,207.55,0.0,403.2152,0.0007,0.0008,0.0001
isna,10415.7,10894.5,3556.9193,2346.75,2624.5,521.7433,0.0019,0.002,0.0001
load_csv,350099.85,347960.5,13362.8535,66757.15,66741.5,1379.2381,0.0415,0.041,0.0015
load_json,2597258.95,2592492.0,68762.9845,773920.7,770383.5,11753.5908,0.3776,0.3736,0.0099
max,1016.2,0.0,1675.0214,152.55,0.0,310.7615,0.0006,0.0007,0.0001
mean,1309.25,0.0,2957.8742,939.9,0.0,2073.8461,0.001,0.0007,0.0016
merge,429570.45,429717.5,10836.0991,76641.6,75836.5,3191.2825,0.0563,0.0558,0.0027
min,1532.05,671.5,1827.0559,387.55,152.5,479.8892,0.0006,0.0007,0.0001
replace,17373.55,15808.0,3381.7091,3402.75,3540.0,549.5199,0.0028,0.0029,0.0001
save_csv,628993.1,629820.0,10513.9498,105535.7,105285.5,1977.0611,0.0884,0.0881,0.0013
save_json,198705.7,197723.5,6859.1096,44760.0,43945.5,3542.6482,0.0282,0.0268,0.0032
sort,43801.75,42664.0,3013.2342,10458.25,9888.0,1872.2487,0.0069,0.0066,0.0016
sum,1974.5,1800.5,2108.8024,366.2,91.5,508.2953,0.0007,0.0008,0.0001
unique,14688.1,14434.5,3291.7376,3204.4,2807.0,1872.7098,0.0026,0.0023,0.0016
