tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,54060.8333,50354.0,9481.6949,23280.8667,22491.0,1734.4581,0.0081,0.0077,0.0012
count,179062.4667,178344.0,4861.0206,43627.7,42877.0,1384.8762,0.0292,0.0293,0.0004
drop,32108.5667,32501.0,2908.2897,12162.2667,12390.0,691.7833,0.0052,0.0052,0.0002
dropna,220377.0333,219787.0,5560.006,58778.6,58654.5,1711.2005,0.0352,0.035,0.0012
fillna,302934.9667,303099.5,4600.4054,91225.0,91064.0,1318.7144,0.0472,0.0473,0.0006
groupby,1066.1,0.0,1715.3587,303.1667,0.0,517.8001,0.0006,0.0007,0.0002
isna,77485.9,77789.0,2091.9962,24005.1333,22949.0,1855.6739,0.0144,0.0143,0.0003
load_csv,4468209.4667,4453235.5,134386.463,1018432.1333,1016477.0,12474.3468,0.6487,0.6471,0.0148
load_json,62526536.7,62495811.5,526302.3322,10624694.1333,10643253.0,75306.3041,8.7088,8.7235,0.064
max,1155.5667,0.0,1621.7735,337.7,0.0,457.8308,0.0006,0.0007,0.0002
mean,2142.3333,732.5,2829.7297,1084.3333,915.0,1602.1471,0.0009,0.0008,0.0013
merge,1474817.1667,1469387.0,28200.95,384117.7667,384307.0,4181.3078,0.2231,0.2225,0.004
min,1082.3,458.0,1470.8928,311.2333,0.0,479.0734,0.0006,0.0007,0.0002
replace,135414.4,135344.5,3908.9135,47226.7333,47271.5,1522.065,0.0238,0.0238,0.0003
save_csv,8820259.4,8790291.5,87465.7692,1473051.2667,1469845.0,9062.5275,1.2329,1.2303,0.0079
save_json,2520747.5,2523095.0,29211.5587,577092.0333,577116.5,3208.1884,0.3484,0.3483,0.0023
sort,95924.6333,96283.0,2386.0827,30027.2333,30029.0,830.9926,0.0152,0.0152,0.0003
sum,1375.2667,0.0,1803.4852,817.8667,793.5,743.5187,0.0007,0.0008,0.0002
unique,21637.0,21576.0,2170.7472,4048.7667,4150.0,454.6449,0.0032,0.0033,0.0002
