tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,3348.8,3845.0,2314.5763,1015.2667,1129.5,660.0135,0.001,0.0011,0.0002
count,4831.9333,5188.0,2432.1786,1580.7667,1709.0,582.9738,0.0012,0.0013,0.0001
drop,4231.7333,4212.0,2615.0541,1411.9333,1434.5,1486.2529,0.0012,0.0011,0.0012
dropna,4862.3667,5249.0,4265.3161,2036.5333,1709.0,1859.077,0.0015,0.0013,0.0015
fillna,1361.0333,244.0,1899.9547,819.9,671.0,750.2318,0.0008,0.0009,0.0001
groupby,1045.7,0.0,1568.8284,305.2333,0.0,504.8848,0.0006,0.0007,0.0002
isna,1595.1,976.5,1839.55,838.1333,793.5,603.8281,0.0008,0.0008,0.0001
load_csv,71921.5667,69885.0,7955.0602,14469.3,14129.5,1208.9266,0.0083,0.0082,0.0003
load_json,129968.0,127654.5,14141.458,34649.6667,33691.0,5693.7167,0.0265,0.0258,0.0026
max,1322.4,0.0,2026.9003,370.2333,0.0,537.3051,0.0006,0.0007,0.0001
mean,1513.7,0.0,2021.0837,411.0,0.0,584.9768,0.0006,0.0007,0.0002
merge,29666.9667,28594.5,5107.1148,6650.7667,6256.5,2866.4045,0.0052,0.0049,0.0023
min,1658.2,0.0,3457.9876,667.3,0.0,1576.8528,0.0008,0.0007,0.0012
replace,1346.9333,0.0,2011.8879,400.8333,0.0,606.2651,0.0007,0.0008,0.0002
save_csv,234962.4333,236297.0,5357.223,45851.5333,45440.5,1537.3559,0.0394,0.0391,0.0011
save_json,30552.2,29327.5,3635.558,6404.6333,5859.0,2201.1432,0.0053,0.0049,0.0018
sort,3859.4,4181.0,2821.7237,1513.6667,1526.0,1711.688,0.0014,0.0012,0.0013
sum,1871.8333,0.0,3243.5167,884.9,122.0,1628.5008,0.0009,0.0008,0.0013
unique,1043.7667,0.0,1868.7976,270.6,0.0,479.449,0.0006,0.0006,0.0001
