tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,13049.4,13550.0,2436.7336,3863.4333,3723.0,675.0116,0.0023,0.0024,0.0001
count,74212.4667,72998.0,6351.8097,13722.8,13855.0,1550.5225,0.0094,0.0094,0.0001
drop,13000.4,12909.5,2339.5815,3454.5667,3357.0,525.1876,0.0024,0.0024,0.0001
dropna,70605.3,70037.5,3941.7953,13395.1,13000.0,1698.9937,0.0107,0.0105,0.0012
fillna,93029.6333,92132.5,3023.2507,17114.1667,16907.0,566.6288,0.0137,0.0138,0.0002
groupby,1210.5,0.0,1945.5515,270.5667,0.0,471.6484,0.0007,0.0008,0.0002
isna,1641.7667,1281.5,1881.8921,492.3667,183.5,600.1529,0.0008,0.0008,0.0001
load_csv,284400.6333,282683.5,13362.3677,61950.4,61675.5,1967.4446,0.0331,0.0328,0.0017
load_json,1548521.0333,1541835.5,46630.7597,490760.1,488005.0,9680.6034,0.2397,0.2374,0.0062
max,807.6333,0.0,1550.2307,229.8,0.0,443.9229,0.0005,0.0007,0.0002
mean,1289.8667,0.0,2093.8987,555.4667,0.0,1545.4885,0.0008,0.0007,0.0013
merge,280392.7667,277770.5,10410.0643,51230.8667,50628.5,3374.7802,0.0386,0.0382,0.0026
min,665.3,0.0,903.0324,166.8333,0.0,295.0462,0.0006,0.0006,0.0001
replace,14033.9667,13580.5,2337.7484,2945.9,2807.5,425.1706,0.0026,0.0026,0.0001
save_csv,764719.8,762693.5,17794.3042,125597.7667,125244.0,1892.549,0.1096,0.1092,0.0016
save_json,332445.4,331450.5,6668.3404,62347.3333,62500.0,1349.7291,0.0452,0.045,0.001
sort,27577.6667,27130.0,3106.0905,6229.7,6073.0,629.8787,0.0045,0.0046,0.0001
sum,1535.9667,1587.0,1639.5884,311.3,245.0,389.384,0.0007,0.0008,0.0002
unique,6604.0333,6439.0,2648.4304,1841.1333,1587.0,1593.0962,0.0017,0.0016,0.0013
