tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,4656.95,5707.0,2765.1032,1263.3,1526.0,719.8275,0.0011,0.0011,0.0001
count,5178.75,5615.0,1902.2841,1571.65,1648.0,261.1338,0.0012,0.0013,0.0001
drop,5810.55,5554.0,4453.6054,1846.35,1648.0,1699.0972,0.0014,0.0011,0.0015
dropna,5776.95,6195.0,3850.9868,2011.1,1709.0,2066.3938,0.0016,0.0013,0.0018
fillna,1498.5,1556.5,1708.8432,671.4,427.0,687.7178,0.0008,0.0009,0.0002
groupby,649.95,0.0,981.7231,173.95,0.0,287.8727,0.0007,0.0008,0.0001
isna,970.5,0.0,1436.9413,665.15,427.0,696.9201,0.0008,0.0008,0.0001
load_csv,69149.6,66681.0,7993.2694,13003.5,12481.5,1166.3483,0.0083,0.0083,0.0002
load_json,134115.35,130035.5,17581.6815,35211.1,33447.0,6892.22,0.027,0.0259,0.0031
max,1132.2,0.0,1857.6438,262.45,0.0,465.3578,0.0006,0.0007,0.0002
mean,903.25,0.0,1524.581,463.85,0.0,620.0769,0.0006,0.0007,0.0001
merge,31839.05,30121.5,7762.5389,7046.4,6530.5,3325.7061,0.0055,0.0049,0.0027
min,1715.1,0.0,3811.2254,616.6,0.0,1724.6391,0.0009,0.0007,0.0014
replace,1425.15,0.0,2139.967,698.9,366.0,725.8954,0.0007,0.0008,0.0002
save_csv,240645.75,238524.0,7417.006,45556.65,45196.5,1512.6065,0.0393,0.0388,0.0012
save_json,31585.55,31189.0,4255.1976,6628.25,6317.0,2251.3191,0.0052,0.0049,0.0018
sort,5514.55,5676.5,2978.365,1858.5,1556.5,1898.5084,0.0016,0.0012,0.0016
sum,2532.85,488.5,4429.4058,900.3,305.0,1763.958,0.0011,0.0008,0.0015
unique,723.25,0.0,1592.2652,286.85,0.0,553.1047,0.0006,0.0007,0.0002
