tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,21740.85,21453.5,2978.8366,6518.55,6378.5,865.0698,0.0034,0.0034,0.0001
count,94293.0,92956.5,4482.7067,17434.55,17089.5,950.3713,0.0134,0.0134,0.0001
drop,17825.5,17425.5,7817.692,5697.55,5096.5,4229.9818,0.0037,0.0029,0.0035
dropna,98281.7,98358.0,2414.8034,18398.9,18340.5,518.3581,0.0145,0.0146,0.0001
fillna,126867.35,126403.5,2875.7193,23565.5,23620.5,354.6226,0.0182,0.0182,0.0001
groupby,1376.3,854.5,1642.6226,326.55,0.0,469.5759,0.0007,0.0007,0.0001
isna,11053.65,12940.0,3223.7155,2490.1,2807.0,579.882,0.0019,0.002,0.0001
load_csv,336940.7,330321.0,14004.0561,66671.55,66467.0,1608.6811,0.0412,0.0407,0.0015
load_json,2510250.55,2486779.5,72686.2287,777045.75,771207.5,12417.2887,0.3816,0.3766,0.0108
max,665.3,0.0,1058.2506,311.4,0.0,457.2786,0.0006,0.0007,0.0002
mean,1959.15,854.0,3297.0584,833.0,91.5,1889.2758,0.0009,0.0006,0.0015
merge,405666.05,405028.0,8941.252,75918.4,75103.5,3651.4965,0.0561,0.0555,0.0028
min,1068.05,0.0,1710.1154,210.65,0.0,420.8024,0.0006,0.0007,0.0002
replace,16973.7,16723.5,3206.7243,3415.0,3479.0,627.2307,0.0028,0.0029,0.0001
save_csv,586329.7,582853.5,10822.7704,103765.55,103728.5,1235.8109,0.0871,0.087,0.0007
save_json,190941.9,190643.0,7202.4598,43966.6,43487.5,2821.063,0.0275,0.0269,0.0023
sort,39971.85,39246.0,3251.1268,10299.5,9827.0,2040.1563,0.0067,0.0065,0.0015
sum,1193.3,458.0,1417.4799,509.6,213.5,632.166,0.0007,0.0007,0.0001
unique,13201.85,13458.0,3156.9545,3103.45,2838.0,1859.7542,0.0025,0.0022,0.0016
