tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,7961.9,6286.0,5914.167,2392.6,1648.0,2660.6984,0.0022,0.0018,0.0021
count,47390.55,45410.0,5367.2916,7540.8,7172.0,879.8504,0.0053,0.0052,0.0004
drop,5599.85,6103.0,2102.7941,1434.3,1556.5,606.6621,0.0012,0.0012,0.0001
dropna,48327.45,47118.5,5726.0589,9432.9,8789.0,2194.4152,0.0081,0.0077,0.0017
fillna,92861.65,92896.0,2805.0955,15347.3,15442.0,316.5482,0.0132,0.0132,0.0001
groupby,134118.2,121307.0,45223.9769,38265.8,36224.5,9320.9612,0.0189,0.018,0.0038
isna,56402.4,58868.5,12447.4459,25137.2,26580.5,5662.6538,0.0095,0.0098,0.002
load_csv,478898.95,479979.5,30249.0277,92870.95,92468.0,4608.1269,0.0616,0.0615,0.0041
load_json,1823579.25,1808345.0,96713.794,555079.7,550566.0,19410.661,0.271,0.2679,0.0119
max,37451.3,38116.5,3570.3806,6390.55,6622.5,461.9301,0.0051,0.0051,0.0002
mean,46993.95,45532.0,6115.473,8471.55,7873.0,2271.1058,0.007,0.0066,0.0017
merge,24157.65,21026.5,6842.5222,4983.55,4700.0,2024.6707,0.0042,0.0039,0.0015
min,37612.9,38269.0,4570.2788,6994.55,6683.0,1775.4378,0.0054,0.0051,0.0015
replace,4977.35,5706.5,2559.5885,1306.1,1586.5,588.5646,0.0011,0.0012,0.0001
save_csv,1223916.7,1217618.0,25782.5223,320449.1,320617.0,2541.2208,0.1897,0.1896,0.0022
save_json,1113730.05,1109128.0,26121.4909,317403.25,316405.0,3844.5659,0.1685,0.1678,0.0035
sort,14492.8,13153.0,4955.0058,3942.9,3357.0,2412.0306,0.0028,0.0023,0.002
sum,37740.95,37505.5,6310.5676,6771.8,6622.5,1494.9255,0.0054,0.0051,0.001
unique,104760.5,100830.0,14845.7028,25799.65,25085.5,2678.3555,0.0098,0.0092,0.0019
