tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,8300.7,6622.0,4071.7512,2416.95,1648.0,2351.5146,0.0022,0.0018,0.002
count,52566.35,52429.0,5182.7368,16751.05,16174.5,1209.0075,0.014,0.0139,0.0005
drop,6234.7,6347.5,2022.2274,1568.6,1587.0,479.87,0.0012,0.0013,0.0001
dropna,49114.85,47424.5,4330.7669,9695.3,9216.5,2155.0142,0.0082,0.0078,0.0018
fillna,97473.0,94391.0,12092.732,16815.05,15472.0,5761.4833,0.014,0.0135,0.0019
groupby,143734.3,133697.0,31598.7482,39895.5,38818.5,3834.0716,0.0209,0.0203,0.0023
isna,52932.5,55084.0,11642.0812,24291.9,25146.0,5452.4685,0.0092,0.0096,0.0019
load_csv,498185.95,493834.5,24243.5599,97839.0,97900.0,2996.084,0.0643,0.0637,0.0035
load_json,1910163.55,1887537.5,85086.0759,568571.4,562589.5,18633.845,0.2833,0.2791,0.0119
max,45925.75,46051.0,5808.5887,8151.25,7873.5,1185.676,0.0065,0.0062,0.0007
mean,49099.55,46722.5,5992.7911,8679.2,7873.5,2144.043,0.0071,0.0066,0.0016
merge,26687.55,27160.5,3081.108,5288.6,5127.0,1648.6582,0.0043,0.004,0.0014
min,46670.4,45532.0,4072.4963,8282.5,7934.0,2047.8776,0.0066,0.0063,0.0016
replace,4397.7,5309.5,2420.8176,1080.45,1434.5,583.826,0.0011,0.0011,0.0001
save_csv,1263256.45,1263058.0,18878.1216,324074.4,324370.5,2684.0842,0.1986,0.1983,0.0019
save_json,976877.35,977140.0,14998.4024,282210.6,280548.0,5748.8042,0.152,0.1508,0.0043
sort,14190.6,12969.5,5859.835,3777.95,3265.5,2497.6008,0.0028,0.0023,0.002
sum,39602.45,39398.0,4420.4593,6903.05,6653.0,1259.5946,0.0054,0.0052,0.001
unique,41754.1,40466.0,5458.2847,7522.5,6836.0,2387.6226,0.0061,0.0057,0.0018
