tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,33932.65,34302.0,5626.0587,11688.2,12695.5,3412.0721,0.0099,0.0112,0.0029
count,78432.95,74646.0,8900.0175,18319.8,17487.0,3044.4027,0.0152,0.0145,0.0023
drop,14090.0,13580.5,3045.5502,3112.75,2747.0,1880.9814,0.0028,0.0025,0.0015
dropna,349361.35,346923.0,13746.5102,63241.45,63598.0,4950.8346,0.055,0.0548,0.0042
fillna,815772.5,807310.0,22534.7782,129821.65,126099.0,9579.4561,0.112,0.1097,0.0057
groupby,289278.5,306060.0,35426.5897,54598.7,51758.0,7754.9734,0.0318,0.0297,0.0059
isna,10665.85,6988.5,9480.7294,4748.45,1617.5,5364.6501,0.004,0.0012,0.0046
load_csv,39703102.8,40056386.0,2372448.0766,8391189.4,8493813.5,359158.2096,5.1807,5.2159,0.3203
load_json,478162463.0,470560135.5,43526301.9623,114195258.05,114237317.5,3321390.6606,68.5517,68.6036,0.7885
max,67727.65,67139.0,5539.1116,13558.95,10865.0,4000.5818,0.0086,0.0065,0.0032
mean,100927.5,98297.0,9056.5533,20779.4,21636.5,3460.5145,0.0146,0.0156,0.003
merge,230330.7,230742.5,6097.1351,41934.05,42968.0,3858.8789,0.0365,0.0372,0.003
min,76046.6,77270.5,6659.1657,18261.45,19561.5,3378.905,0.0121,0.0131,0.0025
replace,6951.9,6286.0,5719.2681,3689.6,1526.0,3606.8361,0.0033,0.0011,0.0032
save_csv,173206054.0,170266074.5,12760563.2514,26675954.0,26612663.5,275700.8022,23.0058,22.9784,0.2039
save_json,189949699.9,189553470.0,3716397.2547,40768068.9,40836870.5,259494.0675,27.0555,27.0122,0.2353
sort,198140.85,204162.0,36283.7608,63610.75,68939.0,9617.8104,0.032,0.0371,0.0081
sum,81426.75,84045.0,12414.7749,16497.85,16937.5,2746.3993,0.011,0.0112,0.0023
unique,204549.8,208374.0,12462.5927,35644.4,36773.5,3482.1284,0.0154,0.0164,0.0028
