tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,32000.8,32531.5,4091.2801,11026.0,11932.5,2610.1054,0.0095,0.0103,0.0022
count,79507.15,76873.5,10450.3266,17983.85,17456.0,2447.0614,0.0153,0.0144,0.0024
drop,14483.75,13855.0,3283.58,3564.5,2746.5,2420.9691,0.0031,0.0025,0.0021
dropna,361547.0,356444.5,20957.7863,65899.5,63598.5,5030.4041,0.0582,0.0561,0.0059
fillna,837873.0,842893.0,38297.8217,134176.3,129547.0,13256.6846,0.116,0.1145,0.0085
groupby,455928.25,505766.5,176596.5787,98757.65,113768.5,38916.4287,0.07,0.0831,0.0332
isna,17196.6,12481.5,18651.3981,5779.95,3448.5,6097.1501,0.0053,0.0022,0.0052
load_csv,40157566.35,40370837.5,2447958.5204,8400347.7,8463082.5,379652.9074,5.1859,5.1976,0.3456
load_json,478659333.7,475653079.5,16536675.9477,114582824.35,114581585.5,2977690.8448,69.4595,69.3185,1.7448
max,54736.0,52398.5,9592.5444,12567.25,11749.5,4510.3718,0.0079,0.0076,0.0037
mean,93276.6,94543.0,7747.6172,19741.8,19287.0,1496.235,0.0137,0.0133,0.0013
merge,235457.75,233489.0,10165.2656,43496.45,42572.0,2856.8817,0.038,0.0373,0.0023
min,117126.1,117370.0,6327.7039,19830.2,19897.5,1051.347,0.013,0.0129,0.0004
replace,9310.9,6805.5,7352.0278,4843.15,4638.5,3984.155,0.0043,0.0041,0.0034
save_csv,171006392.05,171083638.5,2865332.7764,26509191.2,26484399.0,219277.2764,22.9238,22.8876,0.1877
save_json,189690676.55,189080967.5,3961922.5689,40587652.5,40479602.0,630242.9162,27.1127,26.9936,0.4606
sort,212783.15,221862.0,29274.0307,67309.5,67566.0,8796.8526,0.0348,0.0362,0.0071
sum,72366.15,74249.0,10386.0424,16690.0,16784.5,900.2017,0.0113,0.0112,0.0005
unique,206600.4,207061.0,4345.76,36810.3,36285.0,1371.8584,0.016,0.0157,0.0009
