tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,6198.1,6164.5,3421.9343,1773.05,1526.0,1674.61,0.0015,0.0012,0.0015
count,32436.9,33416.5,6075.74,13604.6,13702.5,1932.7728,0.0115,0.0119,0.0017
drop,4434.1,5523.5,2018.4658,1138.3,1221.0,484.6686,0.001,0.0011,0.0001
dropna,26367.15,26642.0,1792.4215,5355.85,5310.0,476.8118,0.0045,0.0045,0.0001
fillna,56274.25,56610.0,3110.5594,9771.85,9705.0,433.4472,0.0083,0.0083,0.0002
groupby,64175.2,47790.5,74093.5336,21298.15,16968.0,18609.1502,0.0174,0.0139,0.0159
isna,5099.45,5584.5,1782.9518,1245.25,1526.0,423.0579,0.0012,0.0012,0.0001
load_csv,76229.55,76202.0,9769.6634,15240.4,15136.0,1471.5212,0.01,0.0098,0.0008
load_json,162566.7,150695.5,37960.3229,34454.35,31219.5,15441.8977,0.0208,0.0193,0.0064
max,14572.1,13427.0,3479.5708,3704.9,3174.0,1891.8249,0.003,0.0027,0.0014
mean,23355.1,22003.0,3749.853,5340.65,5005.0,1861.7702,0.0042,0.0038,0.0016
merge,13757.2,13092.0,3044.1507,3152.35,2747.0,1832.0092,0.0029,0.0026,0.0016
min,13964.65,13183.5,4538.25,3488.25,3113.0,1959.8931,0.0029,0.0026,0.0015
replace,4913.3,5707.0,2191.9975,1370.3,1526.0,378.5934,0.0011,0.0011,0.0001
save_csv,223186.7,221709.5,8941.44,47595.1,46844.0,3387.3577,0.04,0.0394,0.0029
save_json,59930.3,60425.0,3516.0593,12228.25,12542.5,654.0491,0.0091,0.009,0.0002
sort,12094.05,11413.5,8049.2118,3405.55,2960.0,3740.7482,0.0027,0.0021,0.003
sum,15564.05,13641.5,5207.2519,4092.4,3478.5,2247.014,0.003,0.0027,0.0016
unique,16708.35,14343.5,5416.7493,4113.65,3875.5,1760.9637,0.0032,0.0028,0.0016
