tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,26489.0,22155.0,8142.369747875069,6488.1,4028.5,4138.137005679944,0.00558423995971674,0.0035793781280517,0.0034233269834654497
count,67376.5,66101.0,7702.446728872009,15710.4,15655.5,1752.3073804431558,0.012938809394836359,0.01265752315521235,0.0013162525352281794
drop,14410.4,13977.0,2380.955839807011,2795.5,2777.0,235.03581287398168,0.00250110626220697,0.0024924278259277,9.248955672536904e-05
dropna,375975.7,371489.5,12467.081392834316,63342.1,64026.0,3619.6249790398015,0.05527036190032956,0.0554389953613281,0.0030950502605438866
fillna,855289.4,851438.0,13976.603570888665,123229.8,122375.0,3881.5978611334235,0.10887098312377923,0.10830557346343984,0.003028420940601311
groupby,354754.0,226226.5,211698.75172833054,72442.4,47180.0,42010.973270748626,0.0459370374679565,0.025592446327209452,0.0342188838634957
isna,11901.9,10010.0,8582.887334043766,5328.1,7568.0,3762.1017013248206,0.00495443344116207,0.0072395801544189,0.0033239733432533594
load_csv,41014518.8,39992695.0,2502850.2925923285,8208725.5,8131724.0,425091.81951883447,5.015837502479553,4.865699529647827,0.35446550668139926
load_json,507080000.7,510407293.0,15864918.450123034,115171818.5,115676431.5,3223301.781554236,69.53782765865326,69.46928763389587,2.044305471221367
max,49273.3,49438.0,2452.5377808846633,8142.0,8117.5,345.6729346908404,0.00438272953033442,0.0043542385101317995,0.00012916211457203198
mean,89575.0,87707.0,7640.791494777662,15142.9,12939.5,4498.9404789720575,0.00988669395446774,0.0076442956924438,0.003875302022326597
merge,239849.3,237609.5,9941.83895408133,37866.0,35400.5,4047.2605824461343,0.03309872150421137,0.03121995925903315,0.003481708874052183
min,115063.0,112365.5,5940.382815947136,14111.1,11810.0,4019.6067649018164,0.00844750404357906,0.00663876533508295,0.0031868270371125267
replace,3717.2,4150.5,2673.7022937409383,1208.5,1465.0,493.115098126188,0.00102505683898921,0.0010726451873779002,0.00013756860824058872
save_csv,180332625.4,181525628.0,2952868.784207891,26619145.9,26468682.5,374174.3877595191,22.9417254447937,22.870345950126648,0.2135430616770799
save_json,201802657.3,201167454.0,2464489.7001989866,40724230.3,40572497.0,387028.690025559,27.304710936546325,27.23206007480621,0.24944036259877128
sort,241100.4,205596.0,85944.88122977424,70965.3,65002.5,21925.45540918136,0.03707916736602778,0.03339588642120355,0.01742433914272772
sum,68066.2,61035.0,14684.100281143094,14038.1,16051.5,4470.1390594825025,0.008981609344482371,0.01101779937744135,0.0035460344865633313
unique,192547.2,189849.5,11854.812785437727,32934.6,32684.5,4477.206946796681,0.01238453388214106,0.01221311092376705,0.00351004138166398
