tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,2145.45,671.5,3360.5408,1260.35,855.0,1913.7047,0.0012,0.0009,0.0015
count,1113.85,0.0,1756.9865,192.3,0.0,396.7709,0.0007,0.0008,0.0001
drop,1516.85,0.0,2622.8699,634.75,0.0,1908.7945,0.0009,0.0007,0.0016
dropna,10855.1,7141.0,9553.2749,3265.3,2655.0,2626.4755,0.0024,0.0019,0.0022
fillna,15896.4,10345.0,12892.7494,3744.4,3234.5,3371.2044,0.0025,0.002,0.0028
groupby,13284.25,9857.0,8200.3313,3411.85,3265.0,2829.5705,0.0024,0.002,0.0023
isna,9149.2,6927.5,10747.2992,2694.8,1831.0,3821.9691,0.002,0.0014,0.003
load_csv,37774.7,17211.5,97855.6492,7324.15,2624.5,21501.0188,0.0052,0.0015,0.0168
load_json,70168.9,69885.0,19005.3508,15411.45,14404.5,3438.6613,0.0124,0.0117,0.0027
max,3802.5,3510.0,3016.3666,1440.55,1648.0,635.3422,0.0009,0.001,0.0002
mean,3988.7,3021.0,3576.7326,1477.1,1282.0,1786.4955,0.0013,0.001,0.0015
merge,302.1,0.0,894.2585,231.85,0.0,495.1373,0.0005,0.0006,0.0001
min_vals,3964.35,2228.0,5361.0606,1531.9,1678.5,1839.7172,0.0012,0.0009,0.0014
replaces,7434.0,6531.0,2457.4203,2017.3,1831.0,481.5945,0.0015,0.0016,0.0001
save_csv,34457.3,34057.0,5716.8514,11215.15,11199.5,628.4138,0.0089,0.0089,0.0003
save_json,24163.65,24597.0,3675.7731,4827.8,5004.5,565.1316,0.004,0.004,0.0002
sort,8605.75,9124.5,4946.392,2224.9,1892.5,1950.3697,0.0015,0.0012,0.0016
sum,1452.7,946.5,1840.8701,418.1,91.5,552.1492,0.0006,0.0007,0.0001
unique,2221.65,0.0,4739.5984,1211.55,641.0,2361.3783,0.0011,0.0008,0.0018
