tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,3375.2667,2655.0,3846.3829,1633.7,1709.0,1485.175,0.0011,0.0009,0.0012
count,1175.9333,0.0,1590.9166,455.8,91.5,588.1934,0.0008,0.0008,0.0001
drop,1452.7,0.0,2912.2533,612.3667,0.0,1583.7349,0.0008,0.0007,0.0012
dropna,14556.9,8819.5,11721.2809,3106.6667,3052.0,2315.6204,0.0022,0.0019,0.0017
fillna,17641.3333,15381.0,11719.203,3592.8,3479.0,2465.4943,0.0024,0.002,0.0022
groupby,9161.2,7232.5,6572.1369,2539.1,1892.0,2229.253,0.0021,0.0018,0.0018
isna,8280.3667,6530.5,7580.8375,2404.7,1800.5,2680.072,0.0017,0.0014,0.0022
load_csv,27211.5333,10987.0,85365.4268,5690.5,2227.5,18954.5655,0.0042,0.0015,0.0149
load_json,68562.5,66345.0,15522.4751,14585.3333,14099.0,2716.793,0.0119,0.0115,0.0022
max,2392.5333,1465.0,2563.9738,935.9333,854.5,812.3136,0.0009,0.001,0.0001
mean,3568.6,2381.0,3182.5023,1479.1333,1617.5,1480.8806,0.0012,0.001,0.0013
merge,512.6667,0.0,886.2684,166.8,0.0,380.3093,0.0005,0.0006,0.0001
min_vals,3084.1667,1891.5,3687.578,1304.2667,1221.0,1566.4227,0.0011,0.001,0.0012
replaces,6005.8333,5890.5,2310.1317,1814.7333,1831.0,557.7784,0.0015,0.0016,0.0001
save_csv,34078.0,33233.5,9191.5007,11083.9333,11230.5,723.1729,0.0088,0.0089,0.0002
save_json,25136.3333,25726.5,4985.148,4998.8333,5279.5,545.0691,0.004,0.004,0.0002
sort,8141.9333,9399.0,3664.8774,2020.2,1892.0,1361.0887,0.0013,0.0011,0.0013
sum,899.2333,0.0,1660.2236,234.0,0.0,441.09,0.0007,0.0007,0.0001
unique,1540.1333,0.0,3112.4248,1025.4333,458.0,1783.9404,0.001,0.0008,0.0014
