tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,6856.2333,6866.5,1968.4658,2062.9,1831.0,1363.6454,0.0016,0.0015,0.0011
count,655.1,0.0,1347.6589,286.8333,0.0,573.9059,0.0007,0.0008,0.0001
drop,705.9667,0.0,1707.9066,358.1333,0.0,1449.6597,0.0008,0.0007,0.0011
dropna,53863.3333,52154.5,12021.8891,7198.0667,6714.0,2350.5515,0.0038,0.0035,0.0019
fillna,54095.3333,53039.0,12316.7835,7000.7333,6592.0,2493.2221,0.0038,0.0035,0.002
groupby,32539.9,30365.0,9652.5558,5951.0333,5799.0,2416.541,0.0042,0.0039,0.0018
isna,16310.7,13977.0,10791.6048,4007.9333,3387.0,3335.994,0.0028,0.0023,0.0027
load_csv,97997.8,83282.0,85617.5131,10764.6,7232.5,18552.0912,0.0062,0.0036,0.0145
load_json,498657.9667,491759.5,33845.3027,178698.3,177703.5,7203.9571,0.087,0.0857,0.0063
max,5133.1,4455.0,3919.0977,1474.9333,1311.5,1625.2757,0.0012,0.001,0.0011
mean,5259.1333,6805.5,4221.7324,1806.6667,2014.5,1626.1918,0.0012,0.001,0.0011
merge,18075002.6333,17819107.0,1153207.5838,2502550.9667,2516411.5,72268.5588,0.7041,0.7052,0.042
min_vals,5479.0,7233.0,3730.8512,1438.4667,1922.5,838.0894,0.001,0.001,0.0001
replaces,26190.0667,24688.5,12802.0145,4956.0667,4638.5,2407.9522,0.0032,0.0028,0.002
save_csv,152943.4667,151702.5,5691.3686,19870.8667,19897.0,1219.3097,0.0144,0.0143,0.0007
save_json,170588.7333,168761.5,5951.4358,38020.7667,38055.5,1097.6258,0.0254,0.0253,0.0006
sort,37796.8667,34973.0,7910.9211,6874.6,6103.0,1900.9405,0.0029,0.0026,0.0013
sum,1051.8,0.0,2019.8843,480.1,0.0,1435.5963,0.0009,0.0007,0.0011
unique,5869.4667,5950.5,3073.1669,1774.0667,1648.0,1702.4975,0.0015,0.0014,0.0011
