tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,782377.1,784116.5,9435.901858210362,382762.5,383849.0,5308.060521508767,0.09858922958374018,0.09881973266601554,0.0006256302679194467
count,1003580.1,1057340.0,103256.40510609176,268584.3,281828.5,27171.574648886253,0.14229571819305414,0.15413939952850336,0.020479998271929412
drop,1798524.4,1799678.5,28490.04673838843,641581.6,640440.0,3489.8158563326824,0.24712057113647456,0.2467974424362182,0.0031323235394966277
dropna,2214642.9,2207391.5,32922.05402141379,826365.1,825345.5,7465.266408136045,0.29831902980804437,0.298229455947876,0.004780457813063737
fillna,1843769.7,1842830.0,26124.85464946277,676408.2,675230.5,6660.689967596786,0.25411572456359866,0.25366199016571045,0.00419829203580757
groupby,823.8,366.5,1090.1122062532013,183.0,0.0,260.39371898893586,0.0006367683410644,0.0007442235946654499,0.00016022835420790788
isna,4522.6,3601.0,4149.05440900561,2160.6,1800.5,2246.7576737255054,0.0015654563903808,0.0009957551956175999,0.002027005096416312
load_csv,36551005.3,35807282.0,2027170.8825687778,7474541.4,7389660.0,333703.74175713264,4.583003830909729,4.503046154975891,0.26224655689093385
load_json,518780410.0,518765303.5,3717407.8031333135,117216637.4,117194524.0,354883.82603613596,70.71463789939881,70.62703955173492,0.3292240021974179
max,10272.1,10589.5,3209.4137384333053,3912.4,4272.5,960.7150346371072,0.00183806419372554,0.00188887119293205,0.000169669258428075
mean,21722.4,21179.5,5362.262834952341,6067.0,5584.5,2306.6239398740317,0.0036931991577148,0.00313115119934075,0.002003840706558895
merge,16812170.2,16665698.5,314258.2039278459,5765048.7,5741135.0,87963.62780408491,2.2385645151138305,2.2151790857315063,0.05666779485715787
min,10668.7,11504.5,3554.249883355605,3790.4,4181.0,1141.414541503461,0.0018651247024535698,0.00198078155517575,0.0002072794011422689
replace,14068.4,14221.0,1399.591543590089,5633.5,5859.5,485.09523692661514,0.00239801406860346,0.0024172067642211498,0.00010332174766291135
save_csv,138504857.9,138214123.5,2471606.779508802,19914633.8,19764872.5,313739.65421518945,17.324738335609435,17.203977346420288,0.2599732897673172
save_json,113603578.7,113315810.5,1346240.2250710481,20994971.9,20870460.5,460813.23341589415,14.131519079208374,14.042294263839722,0.28271826984254894
sort,5557011.1,5567674.5,80526.8482218474,2792302.1,2789543.5,16902.499528833643,0.8337410926818848,0.8314666748046875,0.010121124440703299
sum,9020.9,8362.0,2687.5384627738617,3338.7,3265.0,984.6223246617061,0.0018409490585326702,0.0018714666366577,0.00014486445102377706
unique,78668.1,76965.0,6982.606699666124,17212.1,16571.0,2371.937250903198,0.01215815544128414,0.011601805686950649,0.0020422165390505094
