tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,23655.1667,24719.5,3536.0978,5204.3667,5340.5,1434.0915,0.0042,0.004,0.0012
count,104770.7,103179.5,8913.16,29705.7,29754.5,939.667,0.023,0.0229,0.0006
drop,4716.1667,4822.0,2974.0972,1702.8667,1587.0,1867.783,0.0014,0.0012,0.0013
dropna,4421.0,5279.5,2341.6011,1351.0,1587.0,727.328,0.0011,0.0011,0.0001
fillna,980.6667,0.0,1622.1348,494.3667,122.0,647.7739,0.0008,0.0008,0.0001
groupby,1414.0,0.0,2049.1824,455.6667,61.0,587.3626,0.0007,0.0008,0.0001
isna,3210.3333,2807.5,2367.6496,1161.7333,1465.0,656.8775,0.0009,0.001,0.0001
load_csv,6300.8667,0.0,16145.7797,998.9667,0.0,2889.9092,0.0008,0.0004,0.002
load_json,159740.8,158416.5,10482.0312,32806.2333,32623.0,1138.1027,0.0208,0.0207,0.001
max,53692.5667,52734.5,4020.4765,12009.7667,11963.0,913.4361,0.0083,0.0083,0.0004
mean,90702.1333,89934.5,5422.8826,19854.6,19866.5,902.5103,0.0138,0.0139,0.0006
merge,46486.2333,46142.5,8735.4121,9427.9,8911.0,3851.6735,0.0076,0.0071,0.0031
min,82348.4,81664.5,6008.9476,18784.6333,18341.0,1797.8089,0.0128,0.0127,0.0013
replace,2244.0667,1404.0,2296.7394,1043.8333,1220.5,641.3142,0.0009,0.0009,0.0001
save_csv,369031.7333,366088.0,21664.5279,71803.6333,70556.5,8531.3651,0.052,0.0514,0.0037
save_json,189438.3,189421.5,9403.085,43607.5,45746.0,3959.9586,0.0314,0.0329,0.0032
sort,1489.3,1190.5,1732.0901,313.3333,0.0,465.8462,0.0006,0.0007,0.0001
sum,85292.3667,81207.0,19707.4254,18792.7,18036.0,2398.542,0.0127,0.0127,0.0005
unique,136657.2333,136413.0,6374.3041,28462.7333,27985.0,1893.2314,0.0208,0.0206,0.0014
