tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,68733.4333,67688.0,8650.0839,11678.1,11291.5,3030.5861,0.0096,0.0092,0.0024
count,460763.5,463988.0,13094.4585,99910.2667,99731.5,1969.1562,0.0668,0.0669,0.0016
drop,6734.1,6469.0,3491.1847,1888.0667,1709.0,1652.3221,0.0015,0.0014,0.0013
dropna,5631.4,6164.0,1914.0416,1395.6667,1617.0,457.4763,0.0013,0.0013,0.0001
fillna,2056.8667,427.0,2660.6399,874.8667,1098.5,712.9358,0.0008,0.0009,0.0001
groupby,1397.7,0.0,1834.4578,421.1333,91.5,535.5345,0.0007,0.0008,0.0001
isna,2972.3333,3174.0,2640.0934,917.5,1190.0,697.5005,0.0008,0.0009,0.0001
load_csv,10528.4667,0.0,38704.853,1564.5333,0.0,6717.8759,0.0012,0.0004,0.0045
load_json,1950298.1,1937251.0,89927.0935,515591.1333,510954.5,14854.8162,0.2494,0.2455,0.01
max,172580.5,170165.5,9997.4893,37483.6333,37140.5,1571.789,0.0215,0.0211,0.0011
mean,213286.8667,211761.5,9220.2937,44724.4667,44372.5,1084.6696,0.0266,0.0264,0.0008
merge,107720.6,106902.5,5875.7143,17757.1667,17181.5,3174.0108,0.0146,0.0142,0.0026
min,198677.0667,194518.5,15351.2699,42527.3,42083.5,1990.7794,0.0248,0.0242,0.0019
replace,2467.8,1098.5,2737.6369,899.2667,1098.5,762.0175,0.0008,0.0009,0.0001
save_csv,3288850.5333,3271048.5,72631.7314,756437.2,754941.5,9113.586,0.4239,0.4243,0.0082
save_json,3063659.9333,3031547.5,75239.5234,790079.8,792692.0,10677.1639,0.4065,0.4066,0.0083
sort,1352.9,0.0,2207.6357,333.6,0.0,518.28,0.0007,0.0007,0.0001
sum,196479.8,193267.5,6702.7229,42657.3333,42266.5,1914.3679,0.0249,0.0245,0.0016
unique,264289.7333,264617.0,11138.0006,53527.7,53131.0,3168.9553,0.0334,0.0328,0.0024
