tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,4457.7,5585.0,3224.0104,1139.3,1465.0,752.5806,0.001,0.0011,0.0001
count,854.5,0.0,3014.3194,726.2667,0.0,1661.3565,0.0009,0.0008,0.0011
drop,1448.5667,0.0,2445.1309,543.2333,0.0,1405.3969,0.0008,0.0007,0.0011
dropna,49637.7667,51330.5,11511.5553,9665.9333,9827.0,2390.5927,0.0034,0.0031,0.002
fillna,30747.5,29693.5,10435.3253,5230.6333,4882.5,2181.2444,0.0028,0.0025,0.0017
groupby,17456.0,14618.0,9117.7846,3778.1667,3265.5,2616.3526,0.0028,0.0025,0.002
isna,8817.5333,6286.5,11374.7603,2504.6,1739.5,3354.4378,0.0021,0.0016,0.0028
load_csv,890462.0,869474.5,122547.286,114556.4667,110046.0,25002.4098,0.0428,0.0391,0.021
load_json,7420181.7,7388012.0,144905.9167,1877462.9333,1873377.5,25445.061,1.123,1.1197,0.0253
max_val,3051.6333,2288.5,3350.4134,1454.6667,1526.0,1487.8184,0.0011,0.0009,0.0012
mean,5421.8333,6194.5,3424.4053,1910.5,2106.0,1768.7362,0.0013,0.0011,0.0014
merge,602.2333,0.0,948.3814,144.4333,0.0,371.9729,0.0005,0.0006,0.0001
min_val,2520.7667,1098.0,2816.6855,948.0667,854.5,836.0661,0.0009,0.0009,0.0001
replace,239293.8,240416.5,15509.6346,53074.0333,53405.5,1827.3234,0.0114,0.0111,0.0018
save_csv,921034.5333,919126.0,20812.3014,184006.4,182220.5,4216.0176,0.0897,0.0881,0.0034
save_json,1172252.4667,1158871.5,86221.7717,314012.8333,310241.0,20167.0336,0.1722,0.1694,0.0148
sort,109519.1,107239.0,8993.2345,24289.8333,23833.5,2529.5031,0.0069,0.0065,0.002
sum,4197.1333,3235.0,5926.6375,1471.0667,1434.5,1653.8824,0.0011,0.0009,0.0012
unique,25591.9667,25543.0,2130.1591,6355.6667,6165.0,1476.1477,0.0045,0.0043,0.0012
