tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,8540.7667,8056.5,2986.3181,2105.8333,1801.0,1464.2226,0.0016,0.0014,0.0012
count,1597.0667,213.5,2088.6934,380.4667,0.0,558.4271,0.0008,0.0008,0.0001
drop,1822.9667,0.0,3228.9783,573.7,0.0,1569.2567,0.0008,0.0007,0.0012
dropna,47698.8,49346.5,15115.1154,5293.8667,4943.0,2181.7772,0.0036,0.0033,0.0019
fillna,25101.6333,21026.5,12236.0989,4044.5667,3631.5,1901.7341,0.003,0.0027,0.0016
groupby,31500.1667,28656.0,10318.1429,5450.5667,4730.5,2232.0039,0.004,0.0037,0.0017
isna,17738.9667,15716.5,15853.8482,3865.6,3326.5,3736.9856,0.0029,0.0023,0.0032
load_csv,116965.4333,100890.5,103697.2953,12166.4,8880.5,18879.9295,0.0065,0.0039,0.0145
load_json,601398.2,590208.5,49625.2434,183790.6,181487.5,9488.9793,0.0913,0.0899,0.008
max,6170.6667,6439.5,4196.4734,1542.2667,1526.0,1555.7097,0.0012,0.001,0.0012
mean,6221.5,7019.0,3683.637,1770.0667,1953.5,1409.7658,0.0013,0.0011,0.0012
merge,19578721.7667,19309673.5,1492044.5182,2861766.4333,2857323.0,75376.1008,0.7262,0.7119,0.0514
min_vals,5539.9667,6561.0,3422.5541,1700.7667,1953.0,570.9958,0.001,0.001,0.0001
replaces,59381.0,53680.5,30565.9504,6931.5333,5310.0,8690.9938,0.0047,0.0034,0.0072
save_csv,171190.9667,169646.5,14768.0473,22932.8333,22064.0,3435.9856,0.0166,0.0157,0.0026
save_json,182185.4,180999.0,7072.1969,35563.0,35308.5,2626.8911,0.0236,0.023,0.0023
sort,42240.3,39001.0,8647.8543,6992.6667,6470.0,1664.0734,0.0028,0.0026,0.0013
sum,2172.8667,1678.5,2459.4862,726.2667,427.0,1542.2994,0.0009,0.0008,0.0012
unique,7965.1333,7171.5,4821.3302,1865.6,1770.0,1553.5788,0.0015,0.0013,0.0013
