tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,7104.4667,6836.0,3159.2386,2231.9,1892.0,1642.4775,0.0016,0.0014,0.0012
count,1361.0333,305.0,1775.9949,408.8333,0.0,587.74,0.0007,0.0008,0.0001
drop,998.9667,0.0,2160.9505,496.4333,0.0,1425.8222,0.0008,0.0007,0.0012
dropna,53053.5333,51818.5,11897.1752,7169.4667,6744.0,2497.699,0.0039,0.0035,0.002
fillna,52158.4,51941.0,12898.4579,7171.5333,6653.0,2692.3365,0.0038,0.0034,0.0021
groupby,31705.6667,29052.5,8680.4803,5824.7333,5615.0,2287.1277,0.0042,0.0039,0.0018
isna,15083.8333,13733.0,11275.4887,3906.2333,3326.0,3629.4884,0.0028,0.0023,0.003
load_csv,98600.1,83831.5,86340.039,10727.8667,7263.0,18784.5784,0.0062,0.0036,0.0146
load_json,498165.6333,489286.5,37064.4352,177563.0333,175536.0,7123.7667,0.0859,0.0842,0.006
max,3904.1333,3814.5,3307.3742,1350.8,1770.0,785.8554,0.001,0.001,0.0001
mean,3639.7667,2777.0,3137.276,1304.1,1068.0,1582.905,0.0012,0.001,0.0013
merge,18022089.2667,17751053.0,1088687.5258,2483713.4667,2491082.0,85705.045,0.6923,0.6984,0.0471
min_vals,4260.2667,3540.0,3544.8093,1590.9667,1556.5,1395.5256,0.0012,0.001,0.0011
replaces,24112.8667,18921.0,17086.691,5000.8333,3937.0,4276.0155,0.0034,0.0028,0.0033
save_csv,155370.7667,153595.0,6758.6416,20448.7667,20203.0,1221.1769,0.0146,0.0143,0.001
save_json,167703.9333,167785.0,7460.3878,37923.0,37964.0,1214.3694,0.025,0.0249,0.0007
sort,37729.9333,35462.0,8198.7683,6815.4667,6255.5,1862.268,0.0029,0.0026,0.0015
sum,1483.1333,0.0,2402.0401,549.3,0.0,1592.388,0.0009,0.0008,0.0011
unique,5566.3667,5859.5,2654.0215,1719.1333,1678.5,1342.7387,0.0015,0.0014,0.0012
