tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,8717.7667,6927.5,3877.8553,2667.2667,2624.5,1880.6033,0.0021,0.0019,0.0016
count,56931.3667,56396.5,7538.0099,18007.3,17425.5,1434.6445,0.0148,0.0145,0.0009
drop,6337.5,6348.0,2130.2986,1713.1667,1587.0,492.7176,0.0015,0.0015,0.0001
dropna,56253.8667,55053.0,5784.8283,10314.8667,9948.0,2071.8786,0.0088,0.0085,0.0016
fillna,103682.1667,102874.5,3288.8391,16811.1333,16662.0,517.1495,0.0146,0.0146,0.0001
groupby,250640.1333,227050.5,130007.8593,53719.0667,45745.5,41901.1949,0.0272,0.0232,0.0201
isna,138278.7667,148498.5,27418.0758,43538.1,46753.0,8632.4701,0.0224,0.0244,0.0045
load_csv,573220.3333,574705.0,39999.0756,113474.3,114318.5,5648.4495,0.0788,0.0799,0.0039
load_json,1975985.7,1993250.5,60444.826,538455.0,545623.0,14929.2193,0.2937,0.2956,0.0077
max,40753.0667,40466.0,5024.3305,7391.3,7324.0,835.3728,0.0059,0.0059,0.0005
mean,46478.1667,45654.5,5030.0637,8357.7333,7965.0,1788.1029,0.0068,0.0065,0.0014
merge,27345.7,27679.5,2180.1133,5204.2667,5066.0,1400.7292,0.0045,0.0043,0.0012
min,45279.8667,44738.5,6886.3337,8235.8333,7873.5,2003.8282,0.0066,0.0062,0.0015
replace,4144.2333,4822.0,2606.7584,1210.5333,1465.0,707.9933,0.0011,0.0011,0.0001
save_csv,1437414.9667,1447963.5,31985.4551,353427.1667,361022.0,13686.7978,0.2172,0.2183,0.0049
save_json,990415.0333,987851.5,24156.0994,276557.6667,281493.0,9618.0522,0.145,0.1458,0.0035
sort,14265.8,13305.5,3950.3955,3539.9667,3113.0,1857.0862,0.0027,0.0024,0.0014
sum,35465.4333,34729.0,6567.2143,6266.3667,6103.5,1311.1045,0.0051,0.005,0.0009
unique,43212.9,42388.5,3668.0979,7305.8333,6897.0,1831.8572,0.0059,0.0056,0.0015
