tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,9501.1,8697.0,4025.3495,2728.3667,2655.5,1744.1101,0.0021,0.0019,0.0014
count,59010.6667,61706.0,10078.3817,9187.7333,9033.0,1416.8273,0.0066,0.0065,0.0006
drop,6058.8,5767.5,1501.7041,1534.1,1586.5,441.7663,0.0013,0.0014,0.0001
dropna,53995.6667,53772.0,3487.4868,10243.7333,9948.0,1881.9265,0.0087,0.0085,0.0015
fillna,103470.6667,99792.0,21961.9313,17881.1667,16541.0,7846.4743,0.0148,0.0141,0.0037
groupby,221123.5667,220427.5,18341.7797,46197.3,45501.5,2398.0076,0.0239,0.0236,0.0015
isna,119427.1,127807.0,30756.838,38962.8,41809.0,10182.5688,0.0196,0.0208,0.005
load_csv,515432.3667,510954.0,30792.6572,103010.7,103271.0,4251.2891,0.072,0.0724,0.0035
load_json,1807217.9333,1790645.0,108702.5187,506812.2667,498503.0,36654.0701,0.2731,0.2684,0.0175
max,32840.9667,31280.5,5227.8597,6188.8333,6134.0,967.2963,0.0049,0.0049,0.0005
mean,53165.5333,45623.5,27458.9641,9883.6,7935.0,8342.7962,0.0075,0.0066,0.0041
merge,27512.5,27313.0,4498.8485,5350.8,5066.0,1705.6461,0.0045,0.0042,0.0013
min,35713.5667,36224.0,5883.9615,6791.1333,6592.0,1852.9836,0.0053,0.005,0.0013
replace,4726.1333,5646.0,2881.306,1224.7667,1434.5,607.4277,0.0012,0.0013,0.0002
save_csv,1340383.4333,1344265.0,27198.1558,338900.7667,338713.5,3088.6334,0.2076,0.2074,0.0023
save_json,1137203.9667,1143460.0,33958.0106,317536.7667,318358.5,6073.7764,0.1713,0.172,0.0047
sort,13895.7667,13001.0,3847.4457,3491.1,3113.0,1906.7662,0.0027,0.0024,0.0014
sum,37605.7,37811.5,5454.0482,6663.1,6653.0,1158.8404,0.0053,0.0051,0.001
unique,188062.9667,189788.5,10278.5699,31469.7,31250.0,2011.8541,0.0122,0.012,0.0012
