tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,10573.2667,10375.5,3512.9029,2563.4,2532.5,1480.6144,0.0022,0.002,0.0013
count,57893.6667,56091.0,7793.3495,8514.3333,8270.0,684.3066,0.0063,0.0063,0.0002
drop,5643.6667,5859.0,1173.9732,1540.1,1526.0,297.1625,0.0014,0.0014,0.0001
dropna,60143.9,59631.5,4063.7487,11364.7333,11047.0,1850.6701,0.0097,0.0094,0.0015
fillna,133438.8,114196.0,58797.881,25307.1667,18860.0,19550.9753,0.0195,0.0164,0.0093
groupby,241245.0,233520.0,48389.3982,49143.4333,46814.0,14827.5376,0.0255,0.0242,0.0072
isna,138535.1333,200133.5,95676.1941,45326.7,66406.5,31487.7135,0.023,0.0338,0.0156
load_csv,384040.3333,384337.5,16123.7088,83918.9667,84136.5,2223.8715,0.0585,0.058,0.002
load_json,2739012.7333,2703789.5,145375.5998,755776.1,748625.0,53127.2299,0.41,0.4073,0.0243
max,33729.9333,32073.5,5876.9448,6128.0,5890.0,1197.1947,0.0049,0.0048,0.0007
mean,45989.9333,45074.5,4659.4028,8439.2333,7965.0,1819.549,0.0067,0.0064,0.0014
merge,29189.0333,27923.5,3856.0877,5564.3667,5066.0,1676.2834,0.005,0.0048,0.0013
min,51470.9,35431.0,56376.9094,11965.0,6317.5,19093.7981,0.0079,0.005,0.0091
replace,4083.3667,4883.0,2486.1077,1029.4667,1342.5,612.2311,0.0011,0.0011,0.0001
save_csv,1889088.2333,1891963.0,31533.1334,482497.8667,482726.0,5340.8038,0.2913,0.2917,0.0036
save_json,1592053.0,1590724.5,64366.9547,448814.8,451690.0,11492.3381,0.2427,0.2449,0.0093
sort,22005.0333,12939.5,36002.6977,6225.5,3174.0,12506.4542,0.0042,0.0026,0.006
sum,33689.2,31006.0,5640.346,6341.4,6287.0,1084.7612,0.0051,0.005,0.0009
unique,215081.2333,201507.5,54755.7701,38175.3,32897.5,18563.0972,0.0158,0.0133,0.0087
