tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,76106.6333,76873.5,3493.2301,14591.5,14831.0,709.7158,0.011,0.0109,0.0002
count,109348.4,109344.5,4049.5086,18591.3333,18341.5,574.7779,0.0157,0.0157,0.0002
drop,21138.4333,20599.5,2528.9601,5651.8,5493.0,1800.5671,0.0039,0.0037,0.0013
dropna,133632.1,132812.5,5902.0673,23856.4667,23040.5,2511.0187,0.0191,0.0188,0.0017
fillna,109814.3,110473.0,3775.8504,19378.5667,19531.5,605.3367,0.0159,0.0159,0.0001
groupby,4591.8333,5218.5,2338.7752,1157.6333,1342.5,528.8156,0.0011,0.0012,0.0002
isna,13942.5333,13550.0,2421.6143,3322.2667,3204.5,695.8757,0.0027,0.0028,0.0002
load_csv,377696.7667,375548.5,12652.6585,80973.1,80413.5,1989.1794,0.0476,0.0469,0.0014
load_json,2982674.6,2973350.0,53395.6009,665942.8,665221.0,9077.2243,0.4255,0.4243,0.0066
max,3428.1,3540.0,2306.2387,1159.7333,1434.5,584.5233,0.001,0.0011,0.0002
mean,3989.7333,5035.5,2930.6168,1259.3,1526.0,606.2536,0.001,0.0011,0.0002
merge,347167.1,346953.5,6343.2988,61468.3,61126.5,3070.5723,0.0474,0.0472,0.0023
min,3597.2,4364.5,2255.9648,1062.0333,1221.0,627.132,0.0009,0.0011,0.0002
replace,10964.0667,11963.0,3284.7649,2504.4667,2808.0,561.5448,0.0019,0.002,0.0002
save_csv,1854271.8333,1861415.0,30650.9171,331822.8667,331633.5,2540.0921,0.2562,0.2563,0.0025
save_json,723411.3,725004.0,15574.6758,157250.5667,156433.0,3004.1739,0.102,0.1023,0.0019
sort,34181.5,33447.0,2916.6949,7735.2333,7569.0,529.4309,0.0056,0.0056,0.0001
sum,4638.7333,5310.0,1974.1048,1605.2667,1648.0,599.6554,0.0011,0.0013,0.0002
unique,3835.2,4425.5,2571.0297,1096.6667,1403.5,654.1095,0.001,0.0011,0.0002
