tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,8396.4,7629.0,2857.2554,2370.2333,2289.0,645.3259,0.0018,0.0019,0.0002
count,14506.0333,13488.5,2490.2545,3310.0333,3112.0,529.7294,0.0026,0.0026,0.0002
drop,11031.2,12146.0,3525.193,2994.7333,2990.5,1706.896,0.0023,0.0022,0.0014
dropna,21577.9,20599.5,3920.0635,4728.2333,4333.0,1846.6113,0.0038,0.0035,0.0015
fillna,5729.0667,5889.5,2212.2474,1625.5667,1617.5,504.2335,0.0013,0.0014,0.0002
groupby,4022.2333,4639.0,2175.8122,1072.2,1160.0,538.0692,0.001,0.0012,0.0002
isna,5369.1333,5676.5,1640.6012,1483.1333,1587.0,499.8168,0.0012,0.0013,0.0002
load_csv,86810.0667,88043.0,6313.9932,16101.1667,16358.0,1078.3076,0.011,0.0109,0.0005
load_json,303449.7667,296325.0,23685.5926,59551.8333,57830.5,6800.0803,0.0486,0.0477,0.0037
max,3011.1,3784.0,2712.0333,860.6333,1037.0,720.3142,0.0009,0.001,0.0002
mean,4408.7,5310.0,2580.0203,1499.3667,1647.5,301.4457,0.001,0.0011,0.0002
merge,659454.7667,659178.0,11302.2237,99971.3,98877.0,3683.1697,0.0883,0.0877,0.0027
min,3202.1667,3082.5,2634.3491,856.5667,1037.5,732.1466,0.0009,0.001,0.0002
replace,3421.9333,4333.0,2749.4487,992.8,1281.5,677.2133,0.0011,0.0012,0.0002
save_csv,405581.6,406066.0,7704.0062,68699.0333,68237.5,1492.6731,0.0599,0.0595,0.0013
save_json,53167.6,52124.0,6346.0537,8959.8333,8789.0,963.6759,0.0074,0.0075,0.0002
sort,9181.6667,8240.0,3300.5686,2559.2667,2288.5,1610.8816,0.0021,0.002,0.0012
sum,4443.4,5462.5,2359.8531,1493.3667,1586.5,636.59,0.0012,0.0013,0.0002
unique,3204.3667,3448.5,2798.7331,1000.9667,1190.0,655.727,0.0008,0.0009,0.0002
