tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,10870.4,7233.0,7652.992286245514,3283.5,2594.0,3262.693783091239,0.00264444351196284,0.00187051296234125,0.002584626064548534
count,51660.1,47485.0,11690.519544105435,7965.0,6988.5,2670.4072098963984,0.0054703950881957505,0.00502955913543695,0.0011773567801610454
drop,4913.4,6164.5,2293.36585248262,1245.1,1464.5,438.4483879419434,0.0011940717697142898,0.0012410879135131,0.00010724856085842322
dropna,64202.8,58411.0,15464.186214893069,12091.0,10650.5,5106.0892623959835,0.01008155345916743,0.00882089138031005,0.0039774255145339455
fillna,115679.6,115509.0,2030.8661644179758,17993.0,17761.0,617.6762906247901,0.015421152114868119,0.0153614282608032,0.0002608453740998695
groupby,153429.8,139769.5,43487.90237857983,38525.3,37414.5,3772.3783258487388,0.01924929618835444,0.01882302761077875,0.0013909240107003392
isna,4284.7,5463.0,2695.6413811105426,994.6,1189.5,619.7243473244106,0.00106379985809321,0.0010856389999389,0.00018551326505829776
load_csv,390776.6,391997.5,19622.474502467827,73931.7,73028.5,3064.877233357897,0.04794075489044184,0.04682528972625725,0.0034700491077979427
load_json,3462796.1,3237204.5,742643.308171329,918057.8,913114.0,22293.687989603182,0.4491552829742432,0.44710826873779297,0.010885406722836673
max,35424.7,35827.5,3660.7117720161723,6268.3,6469.0,634.6131017311956,0.0049941778182982805,0.0048930644989012995,0.00023500877000016775
mean,47454.7,48340.0,3127.5355242675587,7788.0,7843.0,443.11373007138684,0.00642089843749995,0.006391048431396399,0.00015996881075323806
merge,32427.8,29785.0,5767.223283348755,6323.2,5127.0,2793.330819410165,0.00529763698577876,0.0043493509292602,0.002094584653238686
min,41119.1,41168.0,4959.293261701264,7415.9,6744.5,2767.157364115344,0.00586676597595209,0.00517487525939935,0.0022612846581041763
replace,3918.3,4211.5,3063.7022284230634,842.3,824.0,719.8606423777067,0.00098588466644283,0.0010619163513183498,0.00016276582794891195
save_csv,601524.3,601958.0,9658.207333661867,106860.2,106750.0,2195.99923092478,0.0862448692321777,0.08574306964874259,0.0015402712902216095
save_json,874204.3,881864.5,20647.01020621523,193981.3,195037.0,3275.6874443898487,0.12093136310577388,0.1226614713668823,0.004099899879062292
sort,16381.8,13855.0,5954.169534405653,4571.2,3326.0,3050.0799188072288,0.0030658006668090503,0.00232279300689695,0.0025184911658109673
sum,38488.7,38971.0,5223.379345681194,6372.3,6653.0,709.6459289282537,0.005012583732604931,0.005042672157287551,0.00019395523755021685
unique,121514.5,119872.5,5218.934954141081,27807.5,26794.0,3124.3147604270316,0.01124126911163326,0.01053953170776365,0.002264705979354316
