tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,67565.7,67138.0,7988.4364,11737.0333,11322.0,3178.1011,0.0096,0.0091,0.0026
count,456185.8,454375.5,10450.1655,99188.0667,99609.0,2044.3415,0.0666,0.0665,0.0015
drop,6557.3,6561.5,3127.9563,1886.1333,1709.0,1893.0588,0.0015,0.0013,0.0014
dropna,5324.2333,6164.0,2362.1825,1479.0667,1678.0,570.5002,0.0012,0.0013,0.0001
fillna,1843.2667,1099.0,2244.9407,795.3667,671.5,695.8584,0.0008,0.0009,0.0001
groupby,1790.4,579.5,2206.2721,382.5,0.0,565.0326,0.0007,0.0007,0.0002
isna,1615.4,213.5,2216.3473,913.4,1068.0,741.2007,0.0008,0.0009,0.0001
load_csv,9669.9333,0.0,33994.291,1611.3333,0.0,6232.9507,0.0012,0.0004,0.0045
load_json,1943958.7667,1923212.5,75208.4838,516128.3333,513060.5,14301.159,0.2497,0.2461,0.0092
max,170739.4,169036.5,9995.862,37149.9667,36956.5,1232.9545,0.0215,0.021,0.0016
mean,210365.1667,208526.0,5668.4864,44468.1,44128.0,930.0356,0.0263,0.0262,0.0007
merge,104500.0667,104278.5,5098.7412,17409.1333,17089.0,2937.3716,0.0145,0.014,0.0025
min,195352.6667,193664.0,8810.476,42179.3667,41839.5,1310.159,0.0245,0.0241,0.0011
replace,2109.7667,488.0,2657.8363,933.8667,1312.5,732.2761,0.0008,0.0009,0.0002
save_csv,3261039.0333,3253745.0,64340.8962,753711.0333,753904.5,8394.3462,0.4226,0.4215,0.0084
save_json,3046271.1333,3041038.0,56546.1913,788389.1667,790037.5,7672.1026,0.4073,0.4066,0.0053
sort,885.0667,0.0,1337.9789,236.0667,0.0,363.7608,0.0006,0.0007,0.0002
sum,196557.1,192534.5,10519.647,42736.6667,41870.0,2571.5979,0.025,0.0244,0.0017
unique,258920.6,257629.0,9822.7479,52628.4,52001.5,3057.6109,0.0329,0.0325,0.0023
