tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,94109.8,96008.0,8327.477926852896,20904.6,21362.5,2823.5968472066907,0.01438903808593744,0.014077425003051699,0.0023041307327847987
count,575083.8,574461.5,14969.281180693586,122051.7,121093.5,4358.068839648028,0.07136564254760738,0.07090640068054195,0.002212222487371968
drop,6994.6,6043.0,3529.6327854325014,2472.0,1678.5,2679.4581541796842,0.0020840644836425198,0.0014154911041259,0.0022473273768571227
dropna,6402.7,5982.0,2284.320762162014,1641.7,1587.0,485.957714209786,0.0016261339187621598,0.00167894363403315,0.00010664625582597754
fillna,6402.7,5737.5,3941.7062873272985,2313.4,1648.0,2651.5977238051946,0.00192985534667963,0.0012782812118529501,0.0022250131003111674
groupby,940.0,0.0,1374.3518068125384,494.5,305.5,633.3109206560567,0.00076444149017331,0.00079512596130365,6.876841702156497e-05
isna,4779.1,4913.5,3184.213367013377,1995.8,1434.5,2419.969182540233,0.0016756057739257299,0.0010018348693847001,0.0021830691736941413
load_csv,62890.5,55175.5,27322.595688672525,11840.6,10406.5,4852.181140705922,0.00778808593749995,0.0068891048431396,0.002903788015830226
load_json,2789452.0,2746269.5,135025.66039584225,789432.8,779447.5,26678.94961617161,0.38900377750396725,0.3829429149627685,0.01865556628661893
max,187395.6,179168.0,26440.200508569018,45989.7,44006.0,5123.002354305748,0.02472064495086666,0.02352201938629145,0.0038956015081674546
mean,234337.9,235259.5,15482.446371796528,56341.4,56579.5,3758.548395916229,0.031139993667602513,0.0314370393753051,0.0019684041615782187
merge,98479.8,95306.5,10288.350562110958,17730.6,17029.0,3574.323283271021,0.01471173763275141,0.013895392417907649,0.002600613833497379
min,212243.1,208648.0,21804.528645062095,51428.1,50567.5,5040.574646473028,0.02833516597747799,0.0269640684127807,0.0032402369092123916
replace,3039.5,2716.0,2643.841911982552,1080.3,1251.5,633.1161118713621,0.0009304046630858801,0.00097215175628655,9.633364244382552e-05
save_csv,1166818.3,1156643.5,43788.29073837995,213982.6,211242.0,6400.055055318749,0.1594035387039184,0.1563301086425781,0.005638513461861216
save_json,939133.2,935452.5,58676.70873485965,224584.1,221007.5,12514.065850074468,0.12985932826995844,0.12826442718505854,0.008966733529950437
sort,1965.2,0.0,2796.008655208349,476.0,0.0,681.2819615336305,0.00070333480834956,0.0007474422454833501,7.41862863192763e-05
sum,216149.4,218353.0,11390.146142853288,52837.8,53405.5,2792.5683041482325,0.02885735034942622,0.029540181159973103,0.0015617049152253507
unique,303832.3,298521.5,15893.397036016067,68212.9,66436.5,5841.758457671611,0.04155476093292232,0.04021346569061275,0.003828350439666196
