tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,79727.0,78949.0,7416.1117,14944.4,14862.0,1109.6243,0.0112,0.0112,0.0002
count,108627.1,108093.0,3143.296,18994.2,18768.0,693.7259,0.0157,0.0158,0.0002
drop,20376.6,19683.5,3493.7015,4788.2,4455.0,864.6528,0.0036,0.0037,0.0002
dropna,136306.5,136169.5,4463.2993,23898.25,24109.0,670.0607,0.0191,0.0192,0.0004
fillna,111495.7,111724.5,4246.8312,19479.35,19928.0,633.9521,0.0159,0.016,0.0002
groupby,4370.05,5005.0,2452.8861,1342.85,1556.5,701.0109,0.0011,0.0012,0.0002
isna,14498.85,13885.5,2521.982,3384.35,3021.0,729.3987,0.0027,0.0028,0.0002
load_csv,373381.7,373320.5,11648.4913,78683.25,79071.0,1891.4875,0.0472,0.0467,0.0012
load_json,3082600.25,3078148.0,52114.4365,705393.75,701689.0,12645.3807,0.4452,0.4429,0.0072
max,3479.1,4578.0,2681.5113,1086.35,1373.0,694.3744,0.0009,0.001,0.0002
mean,4232.85,5279.5,2313.8947,1437.3,1526.0,556.477,0.001,0.0011,0.0002
merge,353121.05,352446.5,8571.9022,61773.5,61218.0,3534.6823,0.0477,0.0471,0.0024
min,3271.5,3845.5,2912.3023,924.6,1281.0,791.1637,0.0009,0.001,0.0002
replace,10089.1,8545.0,4073.5715,2264.45,2106.0,710.9845,0.0019,0.002,0.0002
save_csv,1812525.95,1817225.5,26233.9606,277394.75,276610.5,1981.3998,0.2447,0.244,0.0016
save_json,607887.25,610350.0,16320.9588,102477.85,102295.0,2799.1133,0.0807,0.0811,0.0029
sort,34472.7,34088.5,2510.1145,7724.0,7568.0,494.8082,0.0056,0.0056,0.0003
sum,4498.35,5401.5,2445.9891,1336.75,1495.5,647.7064,0.0011,0.0012,0.0002
unique,3567.55,4150.5,2721.5418,976.5,1282.0,745.9549,0.001,0.001,0.0002
