tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,198223.35,198059.0,6736.4996,71688.6,71929.5,1363.207,0.0284,0.0284,0.001
count,260607.25,259887.0,5147.6053,56759.55,56580.0,1494.6629,0.0403,0.0404,0.0006
drop,113369.45,112884.5,4044.4481,29354.9,29480.0,954.1535,0.0181,0.018,0.0004
dropna,328008.15,328612.5,6053.6825,79238.6,79619.5,1699.6333,0.0497,0.0499,0.0011
fillna,272130.7,273253.5,6060.746,64199.7,64239.0,1174.2813,0.0413,0.0413,0.0005
groupby,2133.1,183.0,2542.2212,802.7,855.0,738.4112,0.0009,0.0008,0.0001
isna,91558.65,90942.5,3344.5952,26715.2,26917.0,1344.5626,0.0162,0.0163,0.0004
load_csv,4163246.1,4165516.5,64668.8991,964505.45,965634.0,7349.0038,0.6171,0.6174,0.0049
load_json,170150302.9,170273215.5,1526387.7148,27105323.15,27131034.5,158721.6258,23.3806,23.4021,0.1395
max,1687.55,762.5,2031.2519,653.0,427.0,724.0176,0.0009,0.0008,0.0001
mean,4785.05,5249.0,2072.3189,1391.55,1556.5,582.5929,0.0009,0.0008,0.0001
merge,1942344.35,1940699.5,28567.6465,508714.5,508300.0,8610.3599,0.2876,0.2875,0.0073
min,1794.45,336.0,2431.2346,906.4,885.0,821.1833,0.0009,0.0008,0.0002
replace,76537.8,76385.5,2535.2429,26281.75,26306.0,1074.1075,0.0139,0.0139,0.0003
save_csv,18979007.2,18962598.0,258513.1682,2961985.75,2961906.5,4685.6884,2.55,2.5499,0.0037
save_json,3330524.25,3341880.0,47487.5713,705900.25,705381.0,4768.976,0.458,0.4578,0.0031
sort,113787.4,113586.0,3818.884,34579.4,34607.0,854.1191,0.0181,0.018,0.0004
sum,3588.75,3387.5,2150.69,1089.55,1129.5,636.5181,0.0011,0.001,0.0001
unique,58755.2,59234.5,2848.5594,9811.4,9949.0,591.2361,0.008,0.008,0.0002
