tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,69195.55,69671.5,3938.5276,14764.4,14710.0,729.1786,0.0102,0.0102,0.0003
count,112920.9,113220.0,3533.2944,18829.25,19043.0,858.5034,0.0158,0.0158,0.0001
drop,24124.1,23987.0,4185.7087,5951.0,5828.5,2198.6998,0.0044,0.0039,0.0017
dropna,133138.65,134215.5,5327.2334,23602.3,23589.5,2467.9518,0.0192,0.0188,0.0019
fillna,120806.7,121063.5,4344.4433,21093.7,20996.0,419.7254,0.0173,0.0173,0.0002
groupby,5136.05,5798.0,2000.2848,1278.7,1556.5,499.2632,0.0012,0.0012,0.0001
isna,5044.65,5585.0,2072.5305,1412.9,1586.5,406.2954,0.0012,0.0013,0.0002
load_csv,348738.65,347808.0,9621.4985,72216.65,72693.0,2456.9414,0.0431,0.0429,0.0008
load_json,2757945.75,2744713.0,54796.2734,623075.8,619932.5,8538.4996,0.3907,0.3874,0.0061
max,3948.95,4607.5,2389.7549,1116.95,1373.5,578.8035,0.0009,0.001,0.0002
mean,4489.1,5432.0,2401.7037,1162.6,1343.0,586.9293,0.001,0.0011,0.0002
merge,497343.65,499724.0,9502.8024,85830.45,84655.5,4576.5697,0.0664,0.0658,0.0029
min,3695.55,3845.0,2271.341,1003.9,1128.5,648.5105,0.0009,0.001,0.0002
replace,14364.45,13610.0,2799.0779,3335.5,3052.0,698.909,0.0026,0.0028,0.0002
save_csv,1780418.6,1787257.5,29133.424,318770.45,318510.5,3717.2813,0.2451,0.2451,0.003
save_json,640623.25,639463.5,12357.9935,137551.4,137847.5,3150.9215,0.0885,0.0882,0.0015
sort,33740.15,33355.5,1894.8565,7940.7,7660.0,699.4965,0.0057,0.0057,0.0002
sum,4144.2,4791.0,2504.073,1409.7,1525.5,637.8876,0.0011,0.0012,0.0002
unique,11917.1,12542.5,5648.3182,2865.6,2685.5,1641.7623,0.0023,0.002,0.0014
