tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,23800.75,24749.5,3194.1648,5279.55,5279.5,1756.2712,0.0043,0.004,0.0016
count,109026.7,109222.5,6036.029,30438.1,30334.0,1582.5542,0.0233,0.0231,0.0011
drop,5273.35,5706.5,2807.1739,1794.45,1648.0,1976.0722,0.0015,0.0012,0.0016
dropna,3158.65,3204.5,2576.4731,1046.7,1556.5,742.0631,0.001,0.0009,0.0002
fillna,1223.7,0.0,1743.736,280.75,0.0,445.2139,0.0006,0.0005,0.0002
groupby,680.45,0.0,1371.2529,186.1,0.0,359.3424,0.0007,0.0008,0.0001
isna,2096.6,946.5,2581.1892,824.0,732.5,721.475,0.0008,0.0009,0.0002
load_csv,10238.7,7171.5,19538.5096,1785.35,1312.5,3982.0832,0.001,0.0004,0.0025
load_json,154720.8,151428.0,11346.5805,31875.55,31982.5,1505.1712,0.0207,0.0205,0.0012
max,54632.45,54260.5,3353.3291,11871.4,11963.0,774.0657,0.0083,0.0083,0.0003
mean,92541.2,91736.0,4925.5375,19930.95,19714.0,764.8785,0.0137,0.0136,0.0004
merge,47662.4,46875.0,7589.9073,9661.8,8911.0,4748.4386,0.008,0.0071,0.0039
min,85400.1,85998.0,3663.7943,19116.15,18982.0,2122.7007,0.0131,0.0128,0.0016
replace,1931.75,336.0,2434.3959,695.7,518.5,730.336,0.0007,0.0007,0.0002
save_csv,372902.5,370513.0,27341.0083,71612.45,69305.5,10558.1745,0.0519,0.0507,0.0046
save_json,185415.15,184722.5,7357.5919,38085.8,36956.5,3632.4186,0.0272,0.0265,0.0025
sort,823.95,0.0,1554.1976,265.55,0.0,461.2428,0.0006,0.0007,0.0001
sum,82192.65,81756.5,4545.1817,18066.3,17884.0,865.357,0.0127,0.0127,0.0006
unique,140401.7,139403.5,7382.8756,28524.6,28015.0,2445.0413,0.0209,0.0204,0.0018
