tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,59213.05,57953.0,3491.1947,12011.6,11352.5,1909.0556,0.0099,0.0095,0.0016
count,379811.7,377959.0,12500.9657,84386.95,84472.0,1885.5557,0.051,0.0511,0.0015
drop,6259.1,5859.0,4110.21,1919.55,1617.0,1901.5896,0.0016,0.0014,0.0015
dropna,4891.95,5157.5,1826.8561,1586.9,1648.0,540.059,0.0013,0.0014,0.0001
fillna,37405.2,37749.5,4529.348,8334.3,7995.0,1960.308,0.0064,0.0061,0.0015
groupby,634.7,0.0,1397.6961,195.3,0.0,388.9078,0.0007,0.0008,0.0001
isna,2746.55,3387.5,2455.7927,1168.7,1434.0,606.2049,0.0009,0.0009,0.0001
load_csv,10659.7,0.0,33316.5705,2191.05,0.0,7226.2353,0.0016,0.0004,0.0052
load_json,1578624.6,1564083.0,75907.3309,505678.0,503752.5,14863.7944,0.2392,0.2363,0.0091
max,142278.75,140380.5,15990.2326,36608.8,36804.0,2954.766,0.0212,0.0211,0.0022
mean,139263.35,138213.5,5223.2428,34927.45,35003.5,717.919,0.0201,0.02,0.0005
merge,94369.2,91888.0,10968.971,18139.65,17120.5,4993.937,0.0152,0.0144,0.0039
min,129198.8,127258.0,10507.3147,32946.9,32684.5,2040.1184,0.019,0.0184,0.0017
replace,34497.0,34698.5,3269.4613,7430.85,7446.5,574.0228,0.0059,0.0059,0.0001
save_csv,2733208.3,2732781.5,62447.0964,750928.75,752317.5,12092.2902,0.4135,0.4127,0.0066
save_json,2527053.45,2501580.5,72721.4477,772162.95,771268.5,14344.4801,0.388,0.3846,0.0091
sort,1306.15,580.0,1758.6814,396.75,152.5,476.7387,0.0007,0.0007,0.0001
sum,151290.5,150756.0,7203.7772,38699.35,38696.0,1209.0264,0.0223,0.0221,0.0009
unique,235357.0,230193.5,14728.3207,55328.25,54260.0,4204.4098,0.0354,0.0345,0.0032
