tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,82958.55,82275.0,2962.1492,21026.55,20416.5,1306.797,0.018,0.0176,0.0009
count,49378490.0,49410640.0,331332.4583,9773909.75,9761022.0,60350.56,2.239,2.2378,0.0172
drop,18881.15,18249.0,4616.8534,10849.0,10284.5,1534.9345,0.009,0.0083,0.0013
dropna,6521.5,5676.0,3875.7038,2566.55,1648.0,2497.5473,0.0021,0.0015,0.002
fillna,2151.45,1648.0,2132.1893,573.8,336.5,603.3332,0.0007,0.0008,0.0002
groupby,1696.75,1373.0,2091.0961,418.1,306.0,494.766,0.0007,0.0008,0.0001
isna,3027.3,3174.0,2354.092,961.4,1251.5,697.8879,0.0009,0.001,0.0001
load_csv,116390.8,119506.5,7899.1578,22152.6,22064.0,1113.1432,0.0155,0.0155,0.0003
load_json,467462939.05,468319022.5,6233058.8274,-12993909652.45,113028092.5,58616804310.9228,69.4106,69.3398,0.5039
max,13695115.6,13728084.0,102645.953,2381698.45,2383020.0,17374.8537,0.6549,0.6576,0.0107
mean,13569374.45,13575801.0,114515.2534,2360019.05,2356012.0,14449.1394,0.6429,0.6398,0.0095
merge,212395.6,210112.5,12611.8193,45678.7,42449.5,10121.9597,0.0392,0.0364,0.0084
min,13674906.9,13666926.5,120514.8771,2374542.25,2378076.0,19842.7099,0.6506,0.6513,0.0121
replace,2792.35,3387.0,2573.3542,952.15,1129.0,723.4005,0.0009,0.001,0.0001
save_csv,637628039.85,638640241.5,9868588.3109,140486139.45,140469977.0,655249.6311,92.304,92.2628,0.679
save_json,638151070.15,638325911.5,6706828.1972,150208367.85,150201550.0,952898.0418,93.7016,93.4525,0.8145
sort,1187.1,0.0,1606.2758,244.2,0.0,347.0074,0.0007,0.0007,0.0001
sum,13420958.65,13435970.5,89357.5208,2342441.0,2341516.5,9188.9911,0.6304,0.6301,0.0053
unique,14410430.65,14385156.0,143969.0049,2475701.65,2475244.5,17800.1419,0.7259,0.7242,0.0096
