tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,5580.6667,5645.5,3940.088,1682.5667,1525.5,2010.4817,0.0015,0.0012,0.0018
count,35599.6333,36010.5,3341.8472,14963.8333,14862.5,427.0557,0.0124,0.0124,0.0002
drop,4280.5667,5493.0,2588.9044,1275.6333,1587.0,577.8478,0.001,0.001,0.0001
dropna,25750.6667,25757.0,1183.7685,5255.1,5249.0,359.0278,0.0044,0.0045,0.0001
fillna,55757.4333,56335.0,2889.9059,9757.4,9796.0,468.2959,0.0083,0.0083,0.0002
groupby,53002.7,52276.5,9005.4802,18255.4667,18005.0,1552.8207,0.0146,0.0143,0.0013
isna,5029.3,5981.5,2473.338,1190.2333,1434.0,559.5361,0.0011,0.0012,0.0001
load_csv,79555.1333,78766.0,13151.0353,15323.8,15167.0,1842.2301,0.0097,0.0096,0.0009
load_json,163388.5667,159453.5,31365.8121,34120.6667,31433.0,13457.0131,0.0204,0.0192,0.0061
max,20237.1,20324.0,2508.1007,4272.4,4333.0,323.0622,0.0032,0.0033,0.0001
mean,28527.7333,28076.0,3421.8973,5898.1333,5555.0,1774.691,0.0047,0.0045,0.0014
merge,13861.0667,13245.0,2665.4414,3078.1,2807.0,1495.3472,0.0027,0.0025,0.0013
min,20068.2667,20477.5,3196.924,4427.0333,4272.0,1676.0485,0.0034,0.0031,0.0013
replace,4394.5333,5767.5,2682.3228,1129.1333,1465.0,623.8001,0.001,0.0011,0.0001
save_csv,216576.5333,215026.5,8272.9554,46842.3667,46691.5,1216.6441,0.0394,0.0393,0.0008
save_json,57751.3667,57525.5,3205.2379,11901.9,12268.0,784.9181,0.0089,0.0089,0.0002
sort,11165.4333,10681.5,8923.5432,3226.6,2930.0,3874.8572,0.0025,0.002,0.0031
sum,20515.9,20172.5,3388.8557,4583.7,4364.0,1512.2158,0.0035,0.0033,0.0012
unique,22623.7,22034.0,4637.5884,4872.6,4455.0,1877.1202,0.0037,0.0035,0.0014
