tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,36260.9667,35003.5,13718.8659,12056.4333,13366.0,4078.6916,0.0099,0.0112,0.003
count,81597.6333,80993.5,9148.444,18507.7667,18524.5,2272.4808,0.0155,0.0152,0.0018
drop,14723.7,14160.0,3128.4344,2948.0,2716.0,1595.3612,0.0026,0.0025,0.0012
dropna,360792.0333,360442.0,11983.0825,63212.0667,63232.5,4250.279,0.0555,0.0552,0.0036
fillna,833469.6,828916.5,27668.1282,129762.3667,125396.5,10259.1125,0.1124,0.109,0.0064
groupby,296707.4333,310973.5,42839.1831,54363.8333,52887.0,5818.3684,0.0321,0.0306,0.0051
isna,10666.9,6439.5,9610.2595,3501.3333,1617.5,3880.5362,0.003,0.0012,0.0032
load_csv,40695393.4333,40790453.5,2289546.1536,8384624.1667,8357125.5,381644.8503,5.1917,5.2016,0.3424
load_json,475816278.6,475514896.0,8019993.8867,113348702.8333,113722456.5,1736214.5402,68.5727,68.465,0.8164
max,68725.3667,67565.5,6456.6131,13808.2333,10864.5,4215.0774,0.0089,0.0064,0.0034
mean,103607.0667,103485.0,7898.6636,21150.7,21454.0,2659.2698,0.0151,0.0156,0.0022
merge,237497.4667,237182.0,8958.1538,41935.0667,42847.0,2909.4879,0.0367,0.0374,0.0023
min,76023.1667,77179.0,5518.8518,18098.8333,19073.5,2674.1414,0.0123,0.013,0.0021
replace,7963.1,6683.5,4700.8542,3888.0,1556.5,3733.1213,0.0033,0.0011,0.0033
save_csv,173375357.7,173531934.5,1839100.8626,26506202.4333,26504265.5,121895.5624,22.9257,22.9173,0.1094
save_json,193067804.1667,192938532.0,2980314.0492,40860112.6333,40825335.0,411289.8398,27.141,27.0448,0.3609
sort,210729.4667,225005.0,57694.3017,64402.0667,69305.5,9790.237,0.0326,0.0375,0.0078
sum,80702.5333,80901.5,11738.5669,16684.9667,16815.0,2601.4067,0.0114,0.0112,0.0021
unique,207783.5667,208007.5,11212.4779,36395.2333,37262.0,3107.5498,0.016,0.0166,0.0023
