tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,6111.7,5950.5,2532.8,1898.3,1648.0,1840.9558,0.0015,0.0014,0.0016
count,45763.9667,45959.0,4725.4466,14125.5,14648.0,1719.9619,0.0117,0.012,0.0015
drop,2652.9667,1617.5,2733.3706,893.2,1037.5,688.5916,0.0009,0.001,0.0001
dropna,21138.4667,19592.0,4887.288,5000.6333,4333.5,1886.0461,0.004,0.0038,0.0014
fillna,35803.1,35247.5,2522.722,6789.1,6531.0,492.0935,0.0058,0.0058,0.0001
groupby,71498.4,69915.5,7754.0373,18762.2667,18463.5,1151.2241,0.0148,0.0146,0.0009
isna,105336.3667,108795.0,19185.4318,46488.5667,47943.0,8654.5707,0.0178,0.0183,0.0032
load_csv,4638851.2333,4642993.5,79265.0623,1095952.5667,1090207.5,13100.9208,0.712,0.7055,0.0127
load_json,59595440.7333,59813994.5,1055698.074,10613357.9,10577335.0,111161.6593,8.6459,8.6195,0.0927
max,52404.7667,37842.0,47084.2283,12026.0333,6805.5,16401.2844,0.0077,0.0052,0.0077
mean,66701.1,52368.0,44246.088,14522.3333,9308.0,15529.872,0.0098,0.0072,0.007
merge,10752.3,12421.0,3631.2198,2701.8667,2808.0,1509.1951,0.0022,0.0021,0.0012
min,88187.3333,39520.5,73559.0727,24497.4,6866.0,25625.0353,0.0133,0.0054,0.0116
replace,3898.1667,5279.5,2531.0973,984.7,1373.5,657.3471,0.001,0.0011,0.0002
save_csv,10162852.3333,10165410.0,186482.5707,1988943.3333,1987666.0,10741.4136,1.4959,1.4948,0.0097
save_json,6457686.1,6451063.5,96685.6363,1664271.9333,1663783.5,8570.2793,0.9724,0.9723,0.0054
sort,22945.1333,26215.0,8762.5876,5881.7,5889.5,2504.3442,0.0041,0.0049,0.0019
sum,37794.8667,37750.0,6049.2941,6886.8333,6836.0,968.4235,0.0054,0.0053,0.0008
unique,248719.6667,227111.5,57503.1642,47129.0333,40924.5,17296.7519,0.0222,0.0194,0.0081
