tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,2743.55,945.5,4433.7791,894.25,305.5,1774.175,0.0011,0.0008,0.0014
count,1675.35,0.0,2405.7386,476.15,0.0,621.1509,0.0007,0.0008,0.0002
drop,1858.45,0.0,3804.1387,683.65,0.0,1807.6725,0.0009,0.0007,0.0015
dropna,17803.9,16479.5,12936.7624,3640.95,3418.0,2550.2541,0.0024,0.002,0.0022
fillna,15362.45,10833.5,14701.2763,3616.25,3082.5,3406.1503,0.0025,0.0019,0.0027
groupby,11874.45,8942.0,10008.1327,3164.75,2411.0,3277.2391,0.0023,0.0018,0.0025
isna,8569.4,6469.5,11451.1048,2679.45,1831.0,3472.604,0.002,0.0014,0.0028
load_csv,33868.4,9247.0,103296.0561,7006.85,2166.5,21943.6808,0.0053,0.0016,0.0168
load_json,69143.35,65582.0,19593.9778,14886.45,14099.0,3609.2763,0.0122,0.0116,0.0029
max,2816.7,2502.5,2926.5583,1345.75,1831.0,795.4206,0.0009,0.001,0.0001
mean,3021.25,0.0,3977.5593,1510.65,1831.0,2107.624,0.0012,0.001,0.0016
merge,744.6,0.0,1257.7452,183.15,0.0,368.9097,0.0005,0.0006,0.0001
min_vals,4309.2,3113.0,5407.2736,1422.15,1709.0,1881.0582,0.0012,0.001,0.0015
replaces,6387.35,5737.5,2514.8685,1788.25,1739.5,475.9328,0.0015,0.0015,0.0001
save_csv,30639.5,30639.5,5906.7954,11383.05,11627.0,721.8732,0.0089,0.0089,0.0002
save_json,25985.6,26214.5,2053.743,5181.8,5371.0,361.3273,0.004,0.0041,0.0001
sort,8267.3,7720.5,5447.0324,2105.7,1892.0,1942.8217,0.0014,0.0011,0.0015
sum,878.85,0.0,1675.1444,317.4,0.0,586.6906,0.0006,0.0007,0.0002
unique,2322.4,0.0,3853.0369,1165.65,640.5,2219.8545,0.0012,0.0008,0.0017
