tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,531248.7,521666.0,25654.655705045916,122551.9,121307.0,4190.754810028592,0.07735145092010495,0.0752593278884887,0.004359848945146122
count,720.3,0.0,1535.2295557632056,158.8,0.0,346.851168851041,0.00060024261474606,0.0006444454193115,0.00015912249589382845
drop,2417.0,702.0,3714.5602102477164,933.8,0.0,1982.069333914544,0.0014525890350341301,0.0006769895553588501,0.00210450986369293
dropna,696348.2,687315.0,39635.39312225318,131121.8,127471.5,10343.303714642312,0.05686743259429927,0.0541121959686279,0.007360049100971871
fillna,20245.5,17517.0,9167.666990873717,4638.6,4456.0,2565.984290243761,0.00350124835968013,0.00286889076232905,0.002327175068094224
groupby,28704.8,23559.0,24246.728506932413,4504.4,3235.0,4557.717001599229,0.00406570434570308,0.002742052078247,0.004640072919653389
isna,5877.6,0.0,16784.03621302099,1355.0,0.0,4136.031216301712,0.0019966840744018,0.00075662136077875,0.004167887862286061
load_csv,2278412.1,2241388.5,114539.07542304795,392741.8,385619.0,17275.94771029621,0.2687516212463379,0.26380038261413574,0.01300324166762045
load_json,9254462.6,9225105.0,172367.61368669118,1745198.2,1738551.5,18795.22319810718,1.2733615636825562,1.2654454708099365,0.024533616164441323
max_val,2392.4,1861.0,2627.404769391694,1105.0,1251.5,569.5899109593381,0.0008456945419311,0.00087535381317135,0.00010161334390667434
mean,7135.1,5921.0,4827.204975736764,1922.5,1281.5,2068.9035877864285,0.002123212814331,0.0013298988342285,0.002286111867841572
merge,1758.0,1007.0,2049.4539110049127,421.3,305.0,448.22441056040475,0.0005434274673461499,0.0005807876586914,0.0001062797330499286
min,879.0,0.0,1339.8004826590163,793.5,640.5,723.3190858811898,0.00084934234619134,0.0008733272552489499,7.370200062722598e-05
replace,327135.6,326873.0,9910.514945697267,77929.5,77362.0,2725.515822738881,0.04957425594329829,0.04938149452209465,0.0028095579784017818
save_csv,1330172.4,1331692.0,11551.126334691384,128680.1,128814.0,1431.3429164405163,0.07113816738128659,0.07103979587554925,0.0007816486076113525
save_json,986392.6,986874.5,14555.597534969153,159362.6,159148.5,1804.9735732137476,0.13173046112060544,0.13106822967529297,0.00205013206616911
sort,769181.5,762449.5,27933.793680574236,150744.3,149749.0,4668.717003155744,0.05886771678924556,0.058491349220275796,0.002586658548583266
sum,2301.1,1617.5,3476.676556393732,1483.0,916.0,1919.7616171459065,0.00145981311798091,0.0008848905563354,0.0020834715409299167
unique,32348.5,31189.0,4885.199398864562,5780.1,5616.0,1909.9297514713871,0.00557296276092522,0.0048390626907348,0.002120296955495735
