tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,8395.35,6866.5,4388.4812,2554.3,2075.5,2075.2185,0.0022,0.0019,0.0017
count,52847.25,52765.0,6195.5516,16455.0,16144.0,749.3541,0.0137,0.0137,0.0003
drop,6066.8,6134.0,2424.03,1474.0,1556.0,480.1222,0.0014,0.0014,0.0002
dropna,56338.25,54900.5,6402.5055,10616.85,9948.5,2474.6309,0.0089,0.0085,0.0019
fillna,102593.6,103271.0,2753.1367,16720.45,16602.0,417.6344,0.0146,0.0146,0.0001
groupby,222045.3,219299.0,15679.5709,44955.25,44311.0,2049.0363,0.0228,0.0224,0.0012
isna,144482.05,151794.0,32684.1949,44439.75,46631.0,10120.0807,0.0232,0.0244,0.0051
load_csv,582225.0,581358.0,27980.4295,114544.2,113769.0,3138.8763,0.0799,0.0794,0.0027
load_json,2134915.8,2130732.0,31557.7319,569877.7,571593.0,8788.6521,0.3192,0.3187,0.0039
max,43478.25,42816.0,5843.7873,7800.2,7720.5,1449.5501,0.0062,0.006,0.0009
mean,50442.55,47455.0,8085.9965,8984.25,7935.0,2343.0813,0.0071,0.0065,0.0017
merge,28094.5,27618.5,3705.709,5505.35,5066.0,1948.077,0.0047,0.0043,0.0016
min,45095.9,44220.0,4767.6838,8206.2,7934.5,2001.3715,0.0065,0.0062,0.0015
replace,5566.4,6286.5,1825.4294,1479.95,1526.0,217.6556,0.0011,0.0012,0.0001
save_csv,1484615.25,1484676.5,19784.5256,372704.0,373137.5,4256.3976,0.2296,0.2299,0.0023
save_json,1080652.15,1083646.0,25529.5671,310833.05,310943.0,8026.1085,0.1694,0.1687,0.0045
sort,15225.25,14496.0,4278.9941,3750.45,3143.5,2270.1703,0.0029,0.0024,0.0018
sum,39016.65,38208.0,6709.6133,6863.35,6652.0,1348.4938,0.0053,0.0051,0.0011
unique,45291.25,43182.5,7266.4985,8019.9,6989.0,2728.8569,0.0062,0.0057,0.0019
