tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,10159.3,7324.0,6527.1977,2694.65,2319.0,1965.5574,0.0022,0.0019,0.0017
count,54858.25,55023.0,8995.7042,8993.35,8300.5,1331.4488,0.0067,0.0066,0.0006
drop,5252.05,5096.5,1876.913,1400.75,1526.0,375.6004,0.0013,0.0014,0.0001
dropna,53042.4,52002.0,4230.7872,10443.15,9949.0,1958.0794,0.0087,0.0084,0.0017
fillna,102490.0,97167.5,27799.5238,18530.15,16540.5,9147.0722,0.0151,0.0142,0.0045
groupby,216570.5,213440.0,17883.9346,45211.7,44922.0,2236.1209,0.0232,0.0229,0.0012
isna,116442.5,121795.0,26332.85,39468.3,41321.0,8957.2614,0.0197,0.0206,0.0043
load_csv,518592.8,516630.0,36925.3778,106390.1,106841.5,4493.3089,0.0746,0.0746,0.0037
load_json,1766523.7,1766627.0,46779.8571,500569.2,499571.5,3778.6254,0.2698,0.2694,0.0026
max,32900.9,30091.0,6644.4991,6292.75,5951.0,1203.5915,0.005,0.0048,0.0008
mean,47219.85,44525.5,6802.1725,8844.05,7935.0,2095.3766,0.007,0.0064,0.0017
merge,27734.45,26642.0,6125.3766,5584.55,5066.0,2039.6856,0.0047,0.0043,0.0016
min,60540.55,31829.5,118730.4566,16070.55,6530.5,41670.9647,0.0098,0.005,0.0204
replace,4748.75,5493.5,2091.9082,1229.8,1464.5,505.6535,0.0012,0.0012,0.0001
save_csv,1291546.4,1290127.5,19379.384,336345.55,336577.5,3305.3302,0.2058,0.2058,0.0029
save_json,1110779.15,1106778.5,36705.6048,319744.15,319182.5,3712.7797,0.173,0.1727,0.0029
sort,13400.25,12451.5,4128.2099,3582.8,3113.0,2048.9492,0.0028,0.0024,0.0017
sum,34637.3,34637.5,6085.4856,6390.25,6591.5,1270.7813,0.0052,0.005,0.0011
unique,186459.0,185180.5,12797.7986,31588.65,30426.5,3221.9662,0.0125,0.0117,0.0023
