tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,5220.5333,6256.0,2749.4989,1281.7333,1617.5,683.4228,0.001,0.0011,0.0001
count,1285.7667,0.0,1805.4034,490.2667,0.0,652.503,0.0007,0.0008,0.0001
drop,1277.6,0.0,2246.0491,451.6333,0.0,1563.4013,0.0008,0.0007,0.0012
dropna,48620.4667,50598.0,14437.3872,9625.1,10009.0,2852.9951,0.0034,0.0031,0.0021
fillna,30959.0,28289.5,11502.2054,5377.2667,4821.5,2194.1326,0.0029,0.0025,0.0021
groupby,18312.6,15198.0,10069.4061,3871.5667,3387.5,2482.6839,0.0028,0.0025,0.002
isna,9138.8667,6256.0,10909.2776,2689.5667,1861.5,3765.8208,0.0021,0.0016,0.0031
load_csv,885387.9333,864896.5,125918.2391,114001.3,109131.0,24670.6535,0.043,0.0385,0.0211
load_json,7460021.2667,7423748.0,148099.5572,1873973.8333,1868616.5,28700.7958,1.1232,1.1187,0.0283
max_val,2931.7333,1739.5,4688.2076,1104.8,579.5,1644.8313,0.001,0.0009,0.0012
mean,4164.6333,3357.0,3671.0316,1365.0667,1129.0,1612.1047,0.0012,0.0011,0.0012
merge,834.1,0.0,1533.2046,156.6667,0.0,356.5505,0.0005,0.0006,0.0001
min_val,2077.2667,610.5,2470.9986,909.4333,702.5,865.5306,0.0008,0.0009,0.0002
replace,241147.1667,241790.0,17928.6536,53316.1333,53527.5,1948.7457,0.0115,0.0111,0.0019
save_csv,929693.2333,925138.0,22857.127,184360.3,182190.0,5609.8263,0.0901,0.0884,0.0043
save_json,1192892.4333,1178952.0,84106.9238,314411.6333,311095.5,19020.5779,0.1725,0.1698,0.014
sort,109761.2,108306.5,6916.3273,23952.1667,23559.5,1907.127,0.0068,0.0066,0.0014
sum,3682.5667,1434.5,4382.9143,1326.5,1526.0,1627.4146,0.0011,0.0009,0.0013
unique,25840.2,26367.0,2522.9778,6424.8,6164.5,1593.572,0.0045,0.0043,0.0012
