tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,28163.5333,27404.5,4448.8505,10613.9333,12207.0,3542.8447,0.0082,0.0098,0.0027
count,22916.5667,19409.5,14921.1483,11238.5333,10895.5,5889.6586,0.01,0.0096,0.0053
drop,11448.1,12329.0,4136.7799,7489.0,8331.5,2760.1505,0.0072,0.0076,0.002
dropna,298894.6333,296813.0,20788.2522,38511.1667,38269.0,3764.0501,0.0264,0.0264,0.0031
fillna,74295.8667,69458.0,26380.3515,24824.9667,22705.0,9508.4349,0.0188,0.017,0.0082
groupby,222761.3333,218200.0,17663.3306,44982.7,43457.0,6290.8152,0.0274,0.0256,0.0053
isna,128507.1,119567.5,35874.522,32480.8333,31433.0,8228.9849,0.0253,0.0246,0.0067
load_csv,20078358.5,19539195.0,1014636.0074,1386998.0,1328304.5,295895.9127,0.6225,0.5456,0.2603
load_json,348207476.7,350215320.5,27768461.418,91439963.8,91509135.0,4357621.5265,49.2111,48.9049,3.3607
max,839408.1333,836393.0,10909.5377,222651.6333,224182.0,4097.2369,0.0457,0.0475,0.0033
mean,943224.7333,940855.0,11207.8749,227634.0667,228209.5,2717.8529,0.0519,0.0514,0.0018
merge,3171.8333,0.0,4841.0208,1871.7,0.0,3239.9073,0.0022,0.0006,0.0029
min_vals,835119.5,836088.5,10098.9912,220857.1,218505.5,3618.0049,0.0442,0.0424,0.0034
replace,578890.5667,571959.0,26888.2273,70845.5,69000.5,8929.6946,0.038,0.0373,0.0075
save_csv,38667330.7,38495904.0,724794.0607,3031575.8667,2924613.5,189435.8052,1.8498,1.7486,0.1669
save_json,62894266.5333,61108791.0,7713564.0657,13322430.8,13208859.0,589839.2223,9.0149,8.7884,0.5264
sort,9660328.8,9658697.0,59617.8042,2595075.9667,2592767.0,7837.9494,0.4878,0.4862,0.0052
sum,34991.4667,35217.5,7216.4409,11299.7,12512.5,4102.3968,0.0073,0.0087,0.0037
unique,147426.0333,146056.5,5825.0651,47578.8333,47607.0,2996.6441,0.024,0.0237,0.0012
