tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,6601.9333,6561.5,2682.3316,2022.2333,1831.0,1644.2584,0.0016,0.0014,0.0013
count,1658.1333,427.0,2043.2833,522.8667,0.0,660.616,0.0007,0.0008,0.0001
drop,1066.0333,0.0,2475.5779,451.6667,0.0,1550.0672,0.0008,0.0007,0.0012
dropna,47483.3667,46966.5,10833.3663,5411.8,4944.0,2218.4997,0.0039,0.0035,0.0019
fillna,24112.9333,22583.0,11136.6402,4819.6,4882.5,1940.6886,0.0032,0.0029,0.0015
groupby,36938.3,37750.0,9955.2874,6427.0667,6287.0,2264.2207,0.0043,0.004,0.002
isna,15505.0333,13641.5,9572.963,3971.4333,3357.0,3407.0253,0.0029,0.0024,0.0029
load_csv,174425.8667,155762.0,95360.668,16088.9,11993.5,20481.1381,0.0086,0.0058,0.0157
load_json,744598.4667,725828.0,57957.3382,263711.9333,260222.5,10725.0922,0.1243,0.121,0.0096
max_val,832.0333,0.0,1425.7149,258.4667,0.0,510.4991,0.0007,0.0007,0.0001
mean,6013.8667,6988.5,3435.2367,2219.6667,2197.0,1666.9935,0.0013,0.0011,0.0013
merge,37343829.2,36704068.5,2833180.2382,5510661.1,5533524.5,129056.4105,1.4594,1.4499,0.0855
min_val,887.0333,0.0,1869.2773,537.0333,0.0,1409.7625,0.0009,0.0008,0.0012
replace,27856.4,24384.0,16281.2925,5303.9,4882.5,3393.588,0.0034,0.0029,0.0029
save_csv,217290.7667,216766.0,13488.2832,24938.9667,24536.0,2798.5559,0.0176,0.0171,0.0021
save_json,209388.7,209686.0,5049.7141,45110.9333,44922.0,1706.6868,0.0304,0.0302,0.0015
sort,60074.7,58959.5,6619.9062,11765.5667,11536.0,1482.6691,0.0037,0.0035,0.0014
sum,1444.4667,0.0,1954.4743,516.8333,0.0,1499.9603,0.0009,0.0008,0.0012
unique,6477.8333,5828.5,2514.8405,2126.0333,1739.5,1551.9911,0.0018,0.0017,0.0012
