tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,2148.4333,488.0,2810.3727,1155.5,1007.0,1553.6681,0.0011,0.0009,0.0012
count,1483.1667,183.0,2036.2856,380.4333,91.5,551.9569,0.0008,0.0008,0.0001
drop,952.1333,0.0,2222.667,455.7333,0.0,1589.5679,0.0008,0.0007,0.0012
dropna,19026.6667,21026.0,11216.0922,3371.1,3357.0,2075.6637,0.0023,0.002,0.0018
fillna,16707.3,11901.5,11708.524,3625.4333,3479.0,2782.3999,0.0023,0.002,0.0022
groupby,10341.3667,7995.0,6954.8461,2585.9667,1892.5,2478.0867,0.0021,0.0018,0.0019
isna,7997.5,6439.0,6621.1168,2378.3,1770.0,2959.5275,0.0018,0.0014,0.0022
load_csv,24332.7,8697.5,77591.8608,5336.5,2105.5,17370.6655,0.004,0.0016,0.0134
load_json,69590.1,66558.5,16988.444,14585.3667,14099.0,2395.1326,0.0118,0.0114,0.002
max,2854.4333,1495.5,3074.0207,1320.4,1770.0,779.7608,0.0009,0.001,0.0001
mean,3533.9667,2472.0,3244.0539,1424.2667,1465.0,1529.2613,0.0012,0.001,0.0013
merge,992.7667,0.0,1472.387,203.4333,0.0,402.655,0.0005,0.0006,0.0001
min_vals,3501.4333,3662.0,3628.5974,1485.1,1434.5,1475.5733,0.0011,0.001,0.0012
replaces,7515.4333,6622.0,3015.8783,2014.1667,1892.0,575.3433,0.0015,0.0015,0.0001
save_csv,35689.2333,35034.5,9398.1023,11226.4,11353.0,692.1782,0.0089,0.009,0.0002
save_json,25685.5667,26092.5,4549.6085,5149.4,5371.0,453.6169,0.004,0.004,0.0001
sort,7916.1333,8941.5,4697.5294,1841.3667,1831.0,1673.0945,0.0014,0.0012,0.0013
sum,1005.0,0.0,1562.9754,238.0667,0.0,454.2645,0.0007,0.0007,0.0001
unique,950.1333,0.0,2867.182,913.5,91.5,1827.57,0.0011,0.0008,0.0014
