tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,12599.7,13397.5,3020.6519,3629.6333,3784.0,502.9414,0.0021,0.0022,0.0001
count,65152.8333,65215.5,2428.517,11409.5667,11444.0,350.1106,0.0093,0.0094,0.0001
drop,13427.6667,13580.5,2198.2454,3460.5,3296.0,602.5351,0.0022,0.0023,0.0001
dropna,67075.5333,67199.5,2114.981,11948.5667,11841.0,387.7846,0.0096,0.0097,0.0002
fillna,83213.1,82885.0,3026.4436,14508.1333,14160.5,642.4707,0.0118,0.0119,0.0002
groupby,1255.3,0.0,1583.5199,274.7333,0.0,382.0685,0.0007,0.0008,0.0001
isna,7313.9667,6500.5,2404.3431,1599.2667,1526.0,354.6518,0.0016,0.0016,0.0001
load_csv,337413.6333,335539.5,15589.0616,69236.0333,68572.5,1771.0142,0.0386,0.0383,0.0018
load_json,1738071.4333,1740016.5,53203.2588,511282.2,508605.0,9016.3446,0.2584,0.2569,0.0055
max,547.3,0.0,998.3138,154.6667,0.0,300.2676,0.0006,0.0007,0.0001
mean,1621.5,213.5,2936.7066,447.6333,0.0,1596.4781,0.0008,0.0007,0.0012
merge,227735.9,226562.0,7436.2172,41243.3333,40558.0,3691.0761,0.0309,0.0306,0.0029
min,885.0333,0.0,1555.347,280.7667,0.0,490.8093,0.0006,0.0007,0.0001
replace,12215.1,13458.5,3049.8052,2445.5667,2533.0,576.6176,0.0021,0.0022,0.0002
save_csv,859362.6333,856382.0,9163.5138,134110.1667,133483.5,1623.6772,0.1174,0.117,0.0014
save_json,385258.9,385069.5,10982.9297,69262.5333,68329.0,2652.0793,0.0503,0.0499,0.0017
sort,28605.0333,27862.5,2339.8134,6483.9,6226.0,502.3957,0.0045,0.0046,0.0001
sum,1584.9667,366.0,2195.7834,406.9333,0.0,613.7473,0.0007,0.0008,0.0001
unique,1104.7667,0.0,1771.8029,589.9667,366.0,667.5425,0.0007,0.0008,0.0001
