tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_median,duration_std
concat_dataframes,13606.7,13641.5,1665.772,4101.4667,4303.5,721.4699,0.0023,0.0022,0.0001
count,76124.8667,73028.0,8697.9623,13299.5667,12879.0,1438.7982,0.0094,0.0094,0.0001
drop,13712.4667,13306.0,2932.7605,3664.1333,3479.0,592.3318,0.0023,0.0023,0.0001
dropna,73414.8667,71075.5,8880.5549,13690.1333,13061.5,2119.6369,0.0106,0.0104,0.0013
fillna,95482.9333,94818.0,3437.8422,16963.5667,16754.5,520.0723,0.0137,0.0137,0.0002
groupby,864.6333,0.0,1534.7268,264.5,0.0,419.0602,0.0006,0.0005,0.0002
isna,1540.0333,1281.0,1814.0655,406.8333,0.0,576.5484,0.0007,0.0007,0.0002
load_csv,284852.3333,281371.5,15362.2305,60481.7333,60303.0,1521.7679,0.0331,0.0329,0.0017
load_json,1602423.1333,1593776.0,43776.3226,496784.2,494811.0,9457.4433,0.2436,0.2431,0.0063
max,655.0667,0.0,1358.1191,146.4333,0.0,344.3005,0.0005,0.0004,0.0002
mean,1080.3333,0.0,2080.2616,488.2667,0.0,1542.8769,0.0007,0.0005,0.0012
merge,282321.5,281036.0,7100.1437,50941.8,50476.0,3539.8356,0.0386,0.0382,0.0028
min,958.2667,0.0,1569.8252,358.0667,0.0,523.2629,0.0005,0.0006,0.0002
replace,14436.8333,14496.0,1834.8479,2705.9,2807.0,287.3238,0.0025,0.0025,0.0002
save_csv,774153.8,774320.5,12826.9356,125475.7333,125366.0,1210.6212,0.1094,0.1092,0.001
save_json,336123.8,336669.0,6502.5372,62402.1333,62408.5,910.1328,0.0452,0.0452,0.0007
sort,26943.0,27100.0,1806.5353,6209.2,6103.0,482.4413,0.0045,0.0046,0.0002
sum,832.0667,0.0,1547.0433,309.2667,0.0,536.4625,0.0006,0.0007,0.0002
unique,7092.2667,6347.5,3013.2851,1949.1,1648.0,1534.8262,0.0017,0.0014,0.0013
